Siruta,Localitate,Judet,NrMedici_Privat,NrMedici_Public,PersonalMediu_privat,PersonalMediu_public,MediciFamilie
1017,Municipiul Alba Iulia,AB,89,194,246,731,62
1071,Ciugud,AB,2,0,2,0,2
1151,Oras Abrud,AB,4,20,18,59,4
1213,Municipiul Aiud,AB,12,46,48,182,12
1348,Municipiul Blaj,AB,14,55,41,150,12
1455,Oras Campeni,AB,4,37,20,88,4
1696,Oras Cugir,AB,10,30,20,75,10
1794,Oras Ocna Mures,AB,8,1,21,5,8
1874,Municipiul Sebes,AB,26,52,63,158,20
1936,Oras Zlatna,AB,4,0,14,0,4
2130,Albac,AB,1,0,2,0,1
2309,Almasu Mare,AB,1,0,1,0,1
2381,Arieseni,AB,1,0,2,0,1
2577,Avram Iancu,AB,1,0,1,0,1
2915,Oras Baia De Aries,AB,3,0,4,0,3
2988,Berghin,AB,1,0,1,1,1
3039,Bistra,AB,2,0,4,0,2
3397,Blandiana,AB,1,0,1,0,1
3459,Bucium,AB,1,0,2,0,1
3761,Cenade,AB,1,0,2,0,1
3805,Cergau,AB,1,0,1,1,1
3841,Ceru-Bacainti,AB,0,0,1,0,0
3958,Cetatea De Balta,AB,2,0,2,1,2
4008,Ciuruleasa,AB,1,0,1,0,1
4106,Calnic,AB,1,0,2,0,1
4142,Cricau,AB,1,0,2,1,1
4188,Craciunelu De Jos,AB,2,0,4,1,2
4240,Daia Romana,AB,2,0,3,0,2
4268,Dostat,AB,1,0,3,1,1
4302,Farau,AB,1,0,2,0,1
4366,Galda De Jos,AB,4,2,7,37,4
4482,Garbova,AB,1,1,1,5,1
4525,Garda De Sus,AB,1,0,2,0,1
4703,Hoparta,AB,1,0,3,0,1
4767,Horea,AB,1,0,2,0,1
4927,Ighiu,AB,5,0,8,1,5
4981,Intregalde,AB,1,0,0,0,1
5103,Jidvei,AB,4,0,4,0,4
5167,Livezile,AB,1,0,1,0,1
5210,Lopadea Noua,AB,1,0,2,0,1
5309,Lunca Muresului,AB,1,0,2,0,1
5336,Lupsa,AB,1,0,2,1,1
5577,Metes,AB,1,0,3,0,1
5700,Mihalt,AB,2,0,3,0,2
5755,Miraslau,AB,1,0,1,0,1
5826,Mogos,AB,1,0,0,0,1
6048,Noslac,AB,1,0,2,0,1
6119,Ocolis,AB,0,0,0,0,0
6164,Ohaba,AB,1,0,2,0,1
6217,Pianu,AB,2,0,4,1,2
6271,Poiana Vadului,AB,3,0,1,0,3
6397,Ponor,AB,1,0,2,0,1
6468,Posaga,AB,1,0,2,0,1
6547,Radesti,AB,1,0,1,0,1
6592,Rametea,AB,1,0,1,0,1
6627,Ramet,AB,1,0,2,0,1
6761,Rosia Montana,AB,1,0,2,1,1
6930,Rosia De Secas,AB,1,0,0,0,1
6976,Salciua,AB,2,0,2,0,2
7044,Salistea,AB,1,0,2,0,1
7099,Sasciori,AB,2,0,3,2,2
7197,Scarisoara,AB,1,0,3,1,1
7348,Sancel,AB,2,0,4,0,2
7384,Santimbru,AB,2,0,3,1,2
7446,Sohodol,AB,1,0,2,0,1
7767,Stremt,AB,2,0,2,0,2
7810,Sibot,AB,1,0,4,0,1
7865,Sona,AB,2,0,2,1,2
7945,Spring,AB,2,0,2,0,2
8014,Sugag,AB,3,0,5,1,3
8096,Oras Teius,AB,5,0,19,0,5
8158,Unirea,AB,2,0,4,0,2
8229,Vadu Motilor,AB,1,0,1,0,1
8354,Valea Lunga,AB,2,0,3,0,2
8425,Vidra,AB,1,0,2,1,1
8826,Vintu De Jos,AB,2,0,3,1,2
9019,Cut,AB,1,0,1,0,1
9026,Bucerdea Granoasa,AB,1,0,2,0,1
9262,Municipiul Arad,AR,292,480,842,903,157
9280,Fantanele,AR,4,0,6,0,4
9333,Livada,AR,3,0,5,0,3
9360,Sofronea,AR,2,0,2,0,2
9397,Vladimirescu,AR,10,0,10,0,7
9459,Oras Chisineu-Cris,AR,25,1,65,1,3
9495,Oras Curtici,AR,14,1,18,2,12
9538,Oras Ineu,AR,30,18,33,86,11
9574,Oras Lipova,AR,19,15,30,35,10
9627,Oras Nadlac,AR,6,0,10,1,5
9654,Oras Pancota,AR,6,0,11,1,4
9690,Oras Sebis,AR,12,12,31,32,5
9743,Almas,AR,2,0,2,0,2
9798,Apateu,AR,2,0,3,0,2
9832,Archis,AR,1,0,2,0,1
9887,Bata,AR,2,0,3,0,2
9930,Beliu,AR,1,0,2,0,1
10006,Birchis,AR,1,3,3,10,1
10051,Barsa,AR,1,0,2,0,1
10104,Barzava,AR,2,0,4,0,2
10195,Bocsig,AR,2,0,2,0,2
10239,Brazii,AR,1,0,2,0,1
10293,Buteni,AR,3,0,4,0,3
10346,Carand,AR,1,0,1,0,1
10373,Cermei,AR,2,0,2,0,2
10417,Chisindia,AR,2,0,2,0,2
10453,Conop,AR,3,0,4,0,3
10514,Covasint,AR,2,0,4,0,2
10532,Craiva,AR,2,0,2,0,2
10649,Dezna,AR,3,4,3,30,1
10701,Dieci,AR,1,0,1,0,1
10765,Ususau,AR,1,0,1,0,1
10827,Felnac,AR,4,0,5,2,3
10872,Ghioroc,AR,5,2,10,10,3
10916,Graniceri,AR,1,0,1,0,1
10943,Gurahont,AR,6,1,10,14,5
11058,Halmagiu,AR,3,0,4,0,3
11174,Halmagel,AR,1,0,1,0,1
11236,Hasmas,AR,1,0,1,0,1
11307,Ignesti,AR,0,0,0,0,0
11352,Iratosu,AR,3,0,3,0,2
11398,Macea,AR,3,0,3,0,3
11423,Misca,AR,2,0,3,0,2
11478,Moneasa,AR,4,1,16,6,2
11502,Olari,AR,1,0,1,0,1
11539,Paulis,AR,3,0,3,2,2
11584,Oras Pecica,AR,8,0,13,6,7
11637,Peregu Mare,AR,1,0,3,0,1
11664,Petris,AR,1,0,1,4,1
11735,Pilu,AR,1,0,1,0,1
11762,Plescuta,AR,1,0,2,0,1
11842,Savarsin,AR,1,1,1,7,1
11940,Secusigiu,AR,2,0,2,0,2
11995,Seleus,AR,2,0,2,0,2
12037,Semlac,AR,2,0,3,0,2
12055,Sintea Mare,AR,2,0,2,0,2
12091,Oras Santana,AR,10,0,18,2,8
12126,Socodor,AR,3,0,5,0,2
12144,Sagu,AR,3,0,3,0,3
12206,Seitin,AR,2,0,2,0,2
12224,Sepreus,AR,3,0,3,0,3
12242,Sicula,AR,5,0,4,2,4
12288,Silindia,AR,1,0,1,0,1
12340,Simand,AR,3,0,3,0,3
12368,Siria,AR,6,0,9,2,5
12402,Sistarovat,AR,0,0,0,3,0
12457,Taut,AR,2,0,3,0,2
12509,Tarnova,AR,4,0,5,0,4
12572,Varadia De Mures,AR,1,0,1,1,1
12643,Vinga,AR,4,0,5,0,4
12689,Varfurile,AR,2,0,2,0,2
12778,Zabrani,AR,2,0,3,0,2
12812,Zarand,AR,2,0,2,0,2
12849,Zerind,AR,3,0,3,0,3
12876,Zimandu Nou,AR,5,0,5,0,4
12912,Dorobanti,AR,1,0,2,0,1
12920,Frumuseni,AR,2,0,3,0,2
12938,Zadareni,AR,1,0,1,0,1
13169,Municipiul Pitesti,AG,423,377,616,1253,120
13187,Bascov,AG,7,0,14,0,4
13276,Bradu,AG,7,0,10,0,5
13301,Oras Mioveni,AG,39,35,54,130,19
13365,Maracineni,AG,4,0,5,0,1
13392,Oras Stefanesti,AG,8,8,9,54,7
13490,Municipiul Campulung,AG,68,89,100,318,24
13524,Valea Mare Pravat,AG,3,0,4,1,2
13622,Municipiul Curtea De Arges,AG,48,51,65,166,18
13668,Oras Costesti,AG,11,24,25,73,6
13757,Oras Topoloveni,AG,11,2,40,3,4
13819,Albestii De Arges,AG,2,0,3,0,2
13891,Albestii De Muscel,AG,1,0,1,0,1
13935,Albota,AG,3,0,5,0,3
13999,Aninoasa,AG,2,0,2,0,2
14049,Arefu,AG,2,0,2,0,2
14085,Babana,AG,2,0,3,0,2
14165,Baiculesti,AG,2,0,3,0,2
14272,Balilesti,AG,2,0,2,0,2
14352,Beleti-Negresti,AG,1,0,3,0,1
14405,Berevoesti,AG,2,0,4,0,2
14450,Barla,AG,2,0,3,0,2
14584,Bogati,AG,3,0,4,0,3
14673,Boteni,AG,2,0,3,0,1
14726,Botesti,AG,1,0,2,0,1
14753,Bradulet,AG,2,8,2,40,2
14851,Budeasa,AG,3,0,4,0,3
14922,Bughea De Jos,AG,1,0,2,0,1
14940,Buzoesti,AG,4,0,4,6,4
15064,Caldararu,AG,1,0,1,0,1
15108,Calinesti,AG,4,7,8,42,4
15233,Cateasca,AG,4,0,4,0,3
15313,Cepari,AG,3,0,3,0,2
15402,Cetateni,AG,1,0,3,0,1
15448,Cicanesti,AG,2,0,2,0,2
15493,Ciofrangeni,AG,2,0,3,0,2
15554,Ciomagesti,AG,2,0,2,0,2
15652,Cocu,AG,1,0,2,0,1
15741,Corbeni,AG,5,0,7,0,5
15830,Corbi,AG,2,0,3,0,2
15901,Cosesti,AG,5,0,6,0,3
15983,Cotmeana,AG,1,1,1,15,1
16132,Cuca,AG,3,0,3,0,3
16285,Davidesti,AG,2,0,4,0,2
16329,Dambovicioara,AG,1,0,1,0,1
16365,Darmanesti,AG,1,0,2,0,1
16427,Dobresti,AG,2,0,2,0,2
16454,Domnesti,AG,7,1,10,17,2
16472,Dragoslavele,AG,2,0,3,0,1
16506,Draganu,AG,2,0,3,0,2
16551,Godeni,AG,2,0,4,0,2
16613,Harsesti,AG,1,0,2,0,1
16659,Hartiesti,AG,4,0,3,0,1
16739,Izvoru,AG,2,0,2,0,1
16757,Leordeni,AG,4,7,10,22,3
16908,Leresti,AG,4,0,7,0,4
16944,Lunca Corbului,AG,2,0,2,0,2
17049,Malureni,AG,3,0,3,0,3
17101,Merisani,AG,3,0,4,1,1
17209,Micesti,AG,3,0,3,0,2
17254,Mihaesti,AG,3,0,3,0,3
17334,Mioarele,AG,1,0,1,0,0
17398,Mirosi,AG,2,0,2,0,2
17423,Moraresti,AG,1,0,2,5,1
17496,Mosoaia,AG,2,0,2,0,2
17575,Mozaceni,AG,1,0,3,2,1
17619,Musatesti,AG,2,0,4,0,2
17726,Negrasi,AG,1,0,2,0,1
17771,Nucsoara,AG,2,0,2,0,1
17824,Oarja,AG,1,0,3,0,1
17851,Pietrosani,AG,3,0,4,0,3
17913,Poienarii De Arges,AG,1,0,1,0,1
17968,Poienarii De Muscel,AG,3,0,4,0,3
18028,Poiana Lacului,AG,4,0,6,0,3
18162,Popesti,AG,2,0,2,0,2
18242,Priboieni,AG,2,0,4,0,2
18331,Ratesti,AG,3,0,3,0,2
18411,Recea,AG,1,0,2,0,1
18475,Rociu,AG,6,0,6,0,6
18527,Rucar,AG,5,0,6,9,3
18554,Salatrucu,AG,1,0,1,0,1
18581,Sapata,AG,3,0,3,0,3
18670,Schitu Golesti,AG,2,0,2,0,2
18741,Slobozia,AG,2,0,4,0,1
18778,Stalpeni,AG,5,0,5,0,4
18858,Stoenesti,AG,3,0,4,0,3
18938,Stolnici,AG,2,0,3,0,2
19007,Suseni,AG,3,0,4,0,3
19114,Stefan Cel Mare,AG,1,0,4,0,1
19141,Suici,AG,3,0,3,16,3
19212,Teiu,AG,1,0,2,0,1
19249,Tigveni,AG,4,1,8,34,2
19338,Titesti,AG,3,0,5,0,3
19392,Uda,AG,2,0,3,0,2
19560,Ungheni,AG,2,0,3,0,2
19631,Valea Danului,AG,2,0,3,0,2
19695,Valea Iasului,AG,2,10,4,45,2
19793,Vedea,AG,3,7,3,39,2
19999,Vladesti,AG,2,0,3,0,2
20048,Raca,AG,1,0,1,0,1
20055,Vulturesti,AG,1,0,0,12,1
20063,Bughea De Sus,AG,2,0,2,0,2
20297,Municipiul Bacau,BC,198,297,631,1363,97
20313,Hemeius,BC,2,0,2,0,2
20359,Letea Veche,BC,2,0,6,0,2
20411,Magura,BC,2,0,7,0,2
20466,Margineni,BC,4,0,20,0,2
20563,Municipiul Onesti,BC,36,154,98,377,25
20607,Gura Vaii,BC,1,0,2,2,1
20670,Stefan Cel Mare,BC,1,0,2,0,1
20778,Oras Buhusi,BC,7,29,60,106,7
20821,Oras Comanesti,BC,19,34,59,120,10
20876,Municipiul Moinesti,BC,15,120,73,169,8
20910,Oras Slanic-Moldova,BC,4,1,6,11,2
20965,Oras Targu Ocna,BC,8,7,26,64,5
21007,Agas,BC,4,0,6,0,2
21098,Ardeoani,BC,1,0,3,0,1
21123,Asau,BC,2,0,5,0,2
21196,Balcani,BC,2,0,3,0,2
21249,Beresti-Bistrita,BC,1,0,2,0,1
21338,Beresti-Tazlau,BC,2,0,5,0,2
21418,Berzunti,BC,1,0,3,1,1
21454,Barsanesti,BC,1,0,2,0,1
21506,Blagesti,BC,3,0,4,1,2
21560,Bogdanesti,BC,2,0,1,0,2
21597,Brusturoasa,BC,1,0,1,0,1
21668,Buhoci,BC,2,0,5,0,2
21720,Casin,BC,1,0,1,0,1
21757,Caiuti,BC,2,0,2,0,2
21855,Cleja,BC,2,0,4,0,2
21891,Colonesti,BC,1,0,1,0,1
21971,Corbasca,BC,1,0,2,0,1
22059,Cotofanesti,BC,1,0,2,0,1
22111,Damienesti,BC,1,0,1,0,1
22166,Oras Darmanesti,BC,4,1,9,32,4
22237,Dealu Morii,BC,1,0,1,0,1
22380,Dofteana,BC,3,0,8,0,3
22460,Faraoani,BC,2,0,4,0,2
22488,Filipeni,BC,1,0,1,0,1
22576,Filipesti,BC,2,0,3,27,2
22665,Gaiceana,BC,1,0,2,0,1
22718,Ghimes-Faget,BC,2,0,3,0,1
22781,Garleni,BC,3,0,5,0,3
22834,Glavanesti,BC,1,0,1,1,1
22898,Helegiu,BC,3,0,4,0,3
22941,Horgesti,BC,2,0,4,0,2
23047,Huruiesti,BC,1,0,2,0,1
23127,Izvoru Berheciului,BC,1,0,1,0,1
23207,Lipova,BC,1,0,2,1,1
23289,Livezi,BC,1,0,3,0,1
23350,Luizi-Calugara,BC,2,0,3,0,2
23387,Magiresti,BC,1,0,1,0,1
23449,Manastirea Casin,BC,3,0,3,0,3
23494,Motoseni,BC,1,0,2,1,1
23644,Negri,BC,1,0,1,0,1
23715,Nicolae Balcescu,BC,4,0,8,0,4
23797,Oituz,BC,3,0,12,0,3
23868,Oncesti,BC,1,0,3,0,1
23948,Orbeni,BC,1,0,2,0,1
23975,Palanca,BC,2,0,2,0,2
24034,Parava,BC,2,0,2,0,2
24089,Parincea,BC,2,0,3,10,2
24187,Pancesti,BC,3,0,4,0,3
24276,Pargaresti,BC,2,0,2,1,2
24338,Parjol,BC,3,0,2,0,3
24427,Plopana,BC,1,0,2,1,1
24524,Podu Turcului,BC,14,0,48,1,3
24631,Poduri,BC,1,0,3,0,1
24711,Racova,BC,1,0,2,0,1
24766,Racaciuni,BC,3,1,4,51,3
24837,Rachitoasa,BC,1,0,4,14,1
24999,Rosiori,BC,1,0,1,0,1
25068,Sascut,BC,4,0,7,1,4
25148,Sanduleni,BC,1,0,1,0,1
25228,Saucesti,BC,2,0,6,0,2
25291,Scorteni,BC,1,0,1,2,1
25362,Secuieni,BC,1,0,3,0,1
25488,Solont,BC,1,0,2,0,1
25521,Stanisesti,BC,1,0,3,0,1
25629,Strugari,BC,1,0,1,0,1
25692,Tamasi,BC,1,0,1,0,1
25745,Tatarasti,BC,1,0,1,0,1
25825,Targu Trotus,BC,1,0,7,0,1
25861,Traian,BC,1,0,2,0,1
25932,Ungureni,BC,1,2,2,17,1
26029,Urechesti,BC,2,0,2,1,2
26083,Valea Seaca,BC,1,0,3,2,1
26118,Vultureni,BC,1,0,1,0,1
26289,Zemes,BC,2,0,2,0,2
26320,Sarata,BC,1,0,0,0,1
26338,Buciumi,BC,1,0,1,0,1
26346,Gioseni,BC,1,0,1,0,1
26353,Odobesti,BC,1,0,1,0,1
26361,Prajesti,BC,1,0,1,0,1
26379,Itesti,BC,0,0,0,1,0
26564,Municipiul Oradea,BH,410,949,615,1757,165
26582,Sanmartin,BH,15,49,11,86,4
26653,Santandrei,BH,4,0,4,0,4
26699,Oras Alesd,BH,15,23,21,86,7
26742,Astileu,BH,3,0,5,0,2
26804,Municipiul Beius,BH,24,42,63,165,7
26840,Oras Stei,BH,23,20,9,85,10
26877,Municipiul Marghita,BH,31,43,73,133,13
26920,Oras Nucet,BH,2,11,43,86,2
26975,Municipiul Salonta,BH,30,27,27,74,11
27007,Oras Vascau,BH,1,0,0,2,1
27070,Abram,BH,1,0,2,0,1
27169,Abramut,BH,1,0,4,1,1
27212,Auseu,BH,1,0,2,1,1
27285,Avram Iancu,BH,3,0,2,0,2
27329,Balc,BH,1,0,5,1,1
27383,Batar,BH,3,0,4,0,3
27436,Biharia,BH,3,0,5,0,3
27506,Boianu Mare,BH,1,0,2,0,1
27560,Borod,BH,3,0,3,0,3
27631,Bors,BH,2,0,5,0,2
27686,Bratca,BH,6,10,4,36,4
27757,Brusturi,BH,3,0,5,0,3
27846,Budureasa,BH,2,0,0,1,2
27908,Buduslau,BH,1,0,2,0,1
27935,Bulz,BH,1,1,3,26,1
27971,Buntesti,BH,1,0,5,0,1
28077,Cabesti,BH,1,0,2,0,1
28139,Capalna,BH,1,0,3,0,1
28193,Carpinet,BH,1,0,0,0,1
28246,Cefa,BH,2,0,5,0,2
28335,Ceica,BH,4,0,5,0,2
28415,Cetariu,BH,2,0,2,0,2
28497,Cherechiu,BH,3,0,5,0,2
28530,Chislaz,BH,2,0,4,0,2
28610,Ciuhoi,BH,2,0,3,0,2
28665,Ciumeghiu,BH,2,0,3,17,2
28709,Campani,BH,3,0,6,0,3
28763,Cociuba Mare,BH,2,0,5,0,2
28816,Copacel,BH,1,0,2,0,1
28889,Cristioru De Jos,BH,1,0,1,0,1
28941,Curatele,BH,3,0,3,0,3
29001,Curtuiseni,BH,3,0,1,0,2
29038,Derna,BH,1,0,2,0,1
29092,Diosig,BH,5,0,6,2,3
29154,Dobresti,BH,3,0,5,2,3
29243,Draganesti,BH,1,0,2,0,1
29341,Dragesti,BH,1,0,2,0,1
29403,Finis,BH,3,0,6,0,3
29467,Girisu De Cris,BH,2,0,3,0,2
29519,Hidiselu De Sus,BH,2,0,5,0,2
29573,Holod,BH,2,0,2,0,2
29662,Husasau De Tinca,BH,2,0,4,0,2
29724,Ineu,BH,4,0,4,0,2
29760,Lazuri De Beius,BH,2,0,6,0,2
29813,Lazareni,BH,1,0,3,0,1
29902,Lugasu De Jos,BH,1,0,4,0,1
29948,Lunca,BH,4,0,4,0,3
30014,Madaras,BH,2,0,2,0,2
30069,Magesti,BH,1,0,2,0,1
30149,Nojorid,BH,2,0,4,0,2
30229,Olcea,BH,2,0,4,0,2
30274,Osorhei,BH,3,0,4,0,2
30336,Pietroasa,BH,3,0,4,0,3
30416,Pocola,BH,2,0,4,0,2
30470,Pomezeu,BH,1,0,2,0,1
30568,Popesti,BH,4,1,6,34,3
30648,Rabagani,BH,2,0,4,0,2
30719,Remetea,BH,1,0,2,0,1
30773,Rieni,BH,0,0,2,0,0
30844,Rosia,BH,4,0,3,0,4
30871,Sacadat,BH,2,0,2,0,2
30915,Oras Sacueni,BH,11,0,0,3,5
30988,Salacea,BH,3,0,0,0,1
31011,Salard,BH,5,0,6,0,5
31057,Sambata,BH,3,0,4,0,3
31128,Sarbi,BH,1,0,2,0,1
31208,Spinus,BH,2,0,4,0,2
31262,Suplacu De Barcau,BH,6,0,6,1,1
31333,Simian,BH,3,0,4,0,3
31379,Sinteu,BH,0,0,2,0,0
31422,Soimi,BH,1,0,2,0,1
31510,Suncuius,BH,2,0,4,1,2
31565,Tarcea,BH,1,0,2,0,1
31609,Tarcaia,BH,1,0,2,0,1
31654,Tauteu,BH,5,1,2,11,5
31716,Tileagd,BH,4,1,4,1,4
31789,Tinca,BH,4,0,17,47,4
31841,Tulca,BH,2,0,2,0,2
31878,Tetchea,BH,2,0,2,2,2
31921,Uileacu De Beius,BH,3,0,3,0,3
31976,Vadu Crisului,BH,4,0,2,0,2
32027,Oras Valea Lui Mihai,BH,7,1,6,7,7
32045,Viisoara,BH,1,0,2,0,1
32090,Varciorog,BH,1,0,2,0,1
32153,Tamaseu,BH,1,0,2,0,1
32161,Paleu,BH,1,0,1,0,1
32179,Sannicolau Roman,BH,1,0,2,0,1
32187,Rosiori,BH,1,0,2,0,1
32195,Gepiu,BH,1,0,3,0,1
32201,Toboliu,BH,1,0,1,0,1
32394,Municipiul Bistrita,BN,92,199,369,715,45
32483,Oras Beclean,BN,15,18,30,116,7
32544,Oras Nasaud,BN,6,29,36,116,6
32599,Oras Sangeorz-Bai,BN,4,0,37,2,4
32633,Bistrita Bargaului,BN,2,0,4,0,2
32660,Branistea,BN,2,0,5,0,2
32704,Budacu De Jos,BN,2,0,3,0,2
32768,Budesti,BN,1,0,1,1,1
32811,Caianu Mic,BN,2,0,3,1,2
32884,Cetate,BN,1,0,4,1,1
32955,Ciceu-Giurgesti,BN,1,0,2,0,1
33015,Chiochis,BN,1,0,2,2,1
33122,Chiuza,BN,1,0,2,1,1
33177,Cosbuc,BN,1,0,2,0,1
33202,Dumitra,BN,2,0,6,0,2
33248,Feldru,BN,3,0,11,2,3
33275,Galatii Bistritei,BN,1,0,1,0,1
33337,Ilva Mare,BN,1,0,3,1,1
33364,Ilva Mica,BN,1,0,3,1,1
33382,Josenii Bargaului,BN,2,0,5,0,2
33435,Lechinta,BN,2,0,5,2,2
33514,Lesu,BN,1,0,2,1,1
33541,Livezile,BN,2,0,4,1,2
33603,Lunca Ilvei,BN,1,0,4,0,1
33621,Maieru,BN,3,0,8,4,3
33658,Matei,BN,1,0,1,0,1
33729,Magura Ilvei,BN,1,0,2,0,1
33765,Mariselu,BN,1,0,1,1,1
33845,Micestii De Campie,BN,1,0,1,0,1
33881,Milas,BN,1,0,1,0,1
33952,Monor,BN,0,0,0,0,0
33989,Nimigea,BN,3,0,6,1,3
34075,Nuseni,BN,1,1,4,2,1
34155,Parva,BN,1,0,2,0,1
34173,Petru Rares,BN,2,0,6,1,2
34235,Prundu Bargaului,BN,3,0,16,6,3
34262,Rebra,BN,1,0,2,0,1
34280,Rebrisoara,BN,2,0,5,0,2
34333,Rodna,BN,2,0,6,2,2
34360,Romuli,BN,1,0,1,0,1
34397,Salva,BN,1,0,3,0,1
34422,Silivasu De Campie,BN,1,0,1,0,1
34477,Sanmihaiu De Campie,BN,1,0,2,0,1
34547,Spermezeu,BN,1,0,1,1,1
34618,Sant,BN,1,0,4,1,1
34645,Sieu,BN,2,0,4,0,2
34690,Sieu-Magherus,BN,2,0,5,0,2
34770,Sieu-Odorhei,BN,1,0,2,1,1
34850,Sieut,BN,1,0,4,0,1
34903,Sintereag,BN,1,0,3,0,1
34985,Teaca,BN,2,1,9,10,2
35054,Telciu,BN,2,0,4,0,2
35090,Tiha Bargaului,BN,3,0,6,0,3
35152,Tarlisua,BN,1,0,2,1,1
35269,Uriu,BN,1,1,3,8,1
35312,Urmenis,BN,1,0,2,0,1
35429,Zagra,BN,1,0,3,0,1
35731,Municipiul Botosani,BT,99,311,423,1277,63
35759,Curtesti,BT,2,0,6,1,2
35839,Rachiti,BT,2,0,3,1,2
35884,Stauceni,BT,1,0,2,0,1
35946,Oras Darabani,BT,3,0,26,4,2
36006,Municipiul Dorohoi,BT,17,58,42,189,13
36060,Oras Saveni,BT,4,1,10,15,3
36131,Albesti,BT,3,0,10,1,3
36202,Avrameni,BT,1,0,6,1,1
36300,Baluseni,BT,2,0,3,2,2
36373,Braesti,BT,1,0,7,1,1
36426,Broscauti,BT,1,0,2,1,1
36453,Oras Bucecea,BT,1,1,8,4,1
36499,Calarasi,BT,1,0,5,0,1
36532,Concesti,BT,1,0,2,1,1
36569,Copalau,BT,2,0,5,1,2
36649,Cordareni,BT,1,0,4,1,1
36676,Corlateni,BT,1,0,4,1,1
36756,Corni,BT,3,0,8,0,2
36809,Cotusca,BT,2,0,4,3,2
36907,Cristesti,BT,2,0,6,2,2
36952,Cristinesti,BT,1,0,3,1,1
37011,Dersca,BT,1,1,4,8,1
37057,Dangeni,BT,1,0,2,0,1
37100,Dobarceni,BT,1,0,3,1,1
37173,Draguseni,BT,0,4,3,13,0
37217,Durnesti,BT,2,0,6,0,2
37280,Oras Flamanzi,BT,4,1,13,14,4
37324,Frumusica,BT,2,0,7,0,2
37397,George Enescu,BT,1,0,2,0,1
37459,Gorbanesti,BT,1,0,3,2,1
