Siruta,Localitate,Judet,NrMedici_Privat,NrMedici_Public,PersonalMediu_privat,PersonalMediu_public,MediciFamilie
37547,Havarna,BT,1,0,11,0,1
37618,Hanesti,BT,1,0,2,1,1
37672,Hiliseu-Horia,BT,1,0,4,1,1
37734,Hlipiceni,BT,1,0,3,0,1
37770,Hudesti,BT,2,0,6,3,2
37823,Ibanesti,BT,2,0,5,1,2
37850,Leorda,BT,1,1,4,11,1
37912,Lunca,BT,2,0,5,1,2
37958,Manoleasa,BT,1,0,2,0,1
38063,Mihai Eminescu,BT,2,0,8,0,2
38161,Mihaileni,BT,2,1,5,6,2
38241,Mihalaseni,BT,1,0,2,1,1
38321,Mileanca,BT,1,0,7,1,1
38376,Mitoc,BT,1,0,2,1,1
38456,Nicseni,BT,2,0,4,0,2
38492,Paltinis,BT,1,0,4,1,1
38544,Pomarla,BT,1,0,2,3,1
38580,Prajeni,BT,1,0,3,0,1
38633,Radauti-Prut,BT,2,0,2,1,2
38679,Rauseni,BT,1,0,2,0,1
38731,Ripiceni,BT,1,0,2,1,1
38811,Roma,BT,2,0,4,1,2
38848,Romanesti,BT,1,0,3,0,1
38893,Santa Mare,BT,1,0,4,1,1
38982,Suharau,BT,2,1,4,5,2
39051,Sulita,BT,1,0,5,14,1
39122,Sendriceni,BT,1,0,2,1,1
39168,Oras Stefanesti,BT,3,0,5,11,3
39220,Stiubieni,BT,1,0,2,0,1
39266,Todireni,BT,1,0,2,1,1
39328,Trusesti,BT,3,0,6,9,2
39391,Tudora,BT,2,0,4,2,2
39417,Ungureni,BT,2,0,5,1,2
39532,Unteni,BT,1,0,2,0,1
39612,Vaculesti,BT,1,0,2,1,1
39658,Viisoara,BT,1,0,2,0,1
39694,Varfu Campului,BT,1,1,4,12,1
39738,Vladeni,BT,2,0,3,0,2
39792,Vlasinesti,BT,1,0,2,2,1
39836,Vorniceni,BT,2,0,3,0,2
39872,Vorona,BT,2,2,7,3,2
39942,Lozna,BT,1,0,2,0,1
39959,Dimacheni,BT,0,0,0,1,0
39967,Candesti,BT,1,0,5,0,1
39975,Cosula,BT,1,0,3,2,1
39983,Blandesti,BT,1,0,0,0,1
40035,Adaseni,BT,0,0,0,4,0
40198,Municipiul Brasov,BV,568,742,674,1454,211
40214,Oras Ghimbav,BV,3,0,3,1,3
40241,Municipiul Codlea,BV,17,30,16,76,15
40278,Municipiul Fagaras,BV,26,68,24,210,26
40303,Oras Predeal,BV,4,5,4,34,4
40367,Oras Rasnov,BV,14,0,13,2,11
40394,Oras Rupea,BV,6,10,6,38,4
40438,Municipiul Sacele,BV,24,0,21,22,18
40465,Oras Victoria,BV,5,13,5,11,3
40492,Oras Zarnesti,BV,14,32,11,85,13
40526,Apata,BV,0,0,0,0,0
40544,Beclean,BV,0,0,0,0,0
40606,Bod,BV,3,0,3,0,3
40633,Bran,BV,5,0,5,0,3
40688,Budila,BV,2,0,2,0,2
40704,Bunesti,BV,1,0,1,0,1
40768,Cata,BV,1,0,1,0,1
40820,Cincu,BV,2,0,3,0,2
40857,Comana,BV,1,0,1,1,1
40900,Cristian,BV,2,0,4,5,2
40928,Dumbravita,BV,4,0,4,0,4
40955,Feldioara,BV,3,1,3,4,3
40991,Fundata,BV,1,0,2,0,1
41033,Halchiu,BV,4,0,4,0,3
41088,Harman,BV,3,0,3,1,3
41113,Harseni,BV,2,0,2,0,2
41177,Hoghiz,BV,3,0,3,1,3
41248,Homorod,BV,1,0,1,1,1
41284,Jibert,BV,1,0,1,2,1
41346,Lisa,BV,1,0,1,0,1
41382,Maierus,BV,1,0,1,0,1
41417,Mandra,BV,2,0,2,0,2
41471,Moieciu,BV,3,0,3,0,3
41541,Ormenis,BV,2,0,2,0,2
41578,Parau,BV,2,0,2,1,2
41621,Poiana Marului,BV,2,0,2,0,2
41667,Prejmer,BV,6,0,8,0,5
41701,Racos,BV,1,0,1,0,1
41738,Recea,BV,2,0,2,0,2
41818,Sercaia,BV,2,1,2,13,2
41854,Sinca,BV,3,0,3,0,3
41925,Sanpetru,BV,10,3,9,11,3
41943,Soars,BV,1,0,1,0,1
42003,Tarlungeni,BV,4,0,6,15,4
42058,Teliu,BV,2,0,2,0,2
42076,Ticusu,BV,0,0,0,1,0
42101,Ucea,BV,1,0,1,0,1
42156,Ungra,BV,1,0,1,0,1
42183,Vama Buzaului,BV,2,0,2,0,2
42236,Vistea,BV,2,0,2,0,2
42307,Voila,BV,1,0,1,0,1
42398,Vulcan,BV,2,2,2,18,2
42449,Sinca Noua,BV,0,0,0,0,0
42456,Crizbav,BV,0,0,0,0,0
42464,Sambata De Sus,BV,0,0,0,0,0
42472,Holbav,BV,0,0,0,0,0
42480,Dragus,BV,0,0,0,0,0
42498,Augustin,BV,0,0,0,0,0
42682,Municipiul Braila,BR,169,270,713,1578,96
42708,Chiscani,BR,2,0,8,0,2
42753,Oras Faurei,BR,2,23,7,32,2
42771,Surdila-Greci,BR,1,0,1,0,1
42824,Baraganul,BR,1,0,3,13,1
42842,Bertestii De Jos,BR,1,0,2,1,1
42913,Bordei Verde,BR,1,0,2,1,1
42968,Ciocile,BR,1,0,3,1,1
43019,Ciresu,BR,1,0,2,1,1
43073,Dudesti,BR,1,0,5,0,1
43117,Frecatei,BR,1,0,1,0,1
43180,Galbenu,BR,1,0,3,1,1
43242,Gemenele,BR,1,0,2,0,1
43279,Gradistea,BR,0,0,2,2,0
43313,Gropeni,BR,1,0,4,0,1
43331,Oras Ianca,BR,5,0,3,8,5
43411,Oras Insuratei,BR,3,0,8,0,3
43466,Jirlau,BR,1,0,3,1,1
43493,Marasu,BR,1,0,2,2,1
43563,Maxineni,BR,0,0,2,2,0
43625,Mircea Voda,BR,1,0,3,0,1
43652,Movila Miresii,BR,2,0,5,3,2
43698,Racovita,BR,0,0,3,1,0
43732,Ramnicelu,BR,1,0,3,1,1
43787,Romanu,BR,1,0,2,0,1
43812,Rosiori,BR,1,0,1,1,1
43867,Salcia Tudor,BR,0,0,0,0,0
43929,Scortaru Nou,BR,1,0,2,0,1
43992,Silistea,BR,0,0,2,0,0
44060,Stancuta,BR,1,0,3,1,1
44113,Surdila-Gaiseanca,BR,1,0,3,0,1
44140,Sutesti,BR,2,0,3,2,2
44177,Tichilesti,BR,2,0,6,7,2
44202,Traian,BR,0,0,6,1,0
44257,Tudor Vladimirescu,BR,1,0,4,0,1
44300,Tufesti,BR,2,0,7,1,2
44328,Ulmu,BR,1,0,3,1,1
44355,Unirea,BR,1,0,3,0,1
44391,Vadeni,BR,1,1,3,22,1
44435,Victoria,BR,1,0,5,0,1
44462,Visani,BR,0,0,2,1,0
44505,Viziru,BR,2,0,5,0,2
44532,Zavoaia,BR,1,0,3,1,1
44560,Cazasu,BR,2,0,2,0,2
44818,Municipiul Buzau,BZ,127,210,556,978,70
44845,Municipiul Ramnicu Sarat,BZ,26,67,130,304,19
44863,Amaru,BZ,1,0,3,1,1
44934,Balta Alba,BZ,1,0,3,0,1
44989,Balaceanu,BZ,1,0,2,0,1
45003,Beceni,BZ,2,0,6,4,2
45101,Berca,BZ,5,0,23,3,5
45245,Bisoca,BZ,1,0,2,1,1
45334,Blajani,BZ,1,0,1,0,1
45361,Boldu,BZ,1,0,5,0,1
45389,Bozioru,BZ,0,0,0,1,0
45496,Bradeanu,BZ,1,0,2,0,1
45539,Braesti,BZ,1,0,1,0,1
45619,Breaza,BZ,1,0,2,1,1
45673,Buda,BZ,1,0,2,2,1
45753,Calvini,BZ,2,0,3,3,2
45815,C.a. Rosetti,BZ,1,0,1,0,1
45888,Canesti,BZ,0,0,3,1,0
45959,Catina,BZ,0,0,1,0,0
46019,Cernatesti,BZ,2,0,5,1,2
46108,Chiliile,BZ,0,0,0,1,0
46180,Chiojdu,BZ,1,0,6,0,1
46251,Cilibia,BZ,1,0,2,2,1
46313,Cislau,BZ,2,0,5,0,2
46377,Cochirleanca,BZ,3,0,7,1,3
46439,Colti,BZ,0,0,1,1,0
46484,Costesti,BZ,3,0,5,2,3
46554,Cozieni,BZ,1,0,2,1,1
46769,Galbinasi,BZ,2,0,5,1,2
46803,Gheraseni,BZ,2,0,5,0,2
46830,Ghergheasa,BZ,1,0,3,1,1
46867,Glodeanu Sarat,BZ,1,0,4,0,1
46910,Glodeanu-Silistea,BZ,1,0,5,0,1
47006,Grebanu,BZ,2,0,4,0,2
47079,Gura Teghii,BZ,1,0,2,0,1
47159,Largu,BZ,0,0,0,0,0
47186,Lopatari,BZ,2,0,5,0,2
47300,Luciu,BZ,1,0,3,1,1
47337,Magura,BZ,1,3,4,39,1
47373,Maracineni,BZ,4,0,8,0,4
47417,Margaritesti,BZ,1,0,1,1,1
47453,Merei,BZ,5,2,19,13,4
47578,Mihailesti,BZ,1,0,4,0,1
47630,Manzalesti,BZ,1,0,1,0,1
47774,Movila Banului,BZ,1,0,1,0,1
47818,Murgesti,BZ,1,0,1,1,1
47854,Naeni,BZ,0,0,1,1,0
47916,Oras Nehoiu,BZ,7,13,15,72,5
48021,Odaile,BZ,1,0,1,0,1
48138,Padina,BZ,1,0,5,0,1
48165,Pardosi,BZ,0,0,0,1,0
48227,Panatau,BZ,1,0,1,0,1
48325,Oras Patarlagele,BZ,4,0,31,0,3
48487,Pietroasele,BZ,2,0,4,1,2
48557,Parscov,BZ,4,0,10,1,3
48682,Podgoria,BZ,1,0,1,0,1
48744,Oras Pogoanele,BZ,4,0,10,4,3
48771,Posta Calnau,BZ,2,0,8,1,2
48842,Puiesti,BZ,2,0,7,0,2
48922,Racoviteni,BZ,0,0,1,1,0
48968,Ramnicelu,BZ,2,0,3,3,2
49019,Robeasca,BZ,0,0,1,1,0
49046,Rusetu,BZ,1,0,5,0,1
49073,Sageata,BZ,3,0,5,1,3
49153,Sahateni,BZ,2,0,3,0,2
49206,Sapoca,BZ,2,21,3,120,2
49233,Sarulesti,BZ,1,0,1,1,1
49313,Scortoasa,BZ,1,0,3,1,1
49439,Scutelnici,BZ,1,0,2,1,1
49484,Siriu,BZ,1,0,3,0,1
49545,Smeeni,BZ,2,6,6,27,2
49625,Stalpu,BZ,1,0,3,6,1
49643,Tisau,BZ,2,0,7,2,2
49769,Topliceni,BZ,1,0,3,1,1
49849,Tintesti,BZ,2,0,4,0,2
49894,Ulmeni,BZ,1,0,3,1,1
49956,Vadu Pasii,BZ,3,0,10,1,3
50022,Valea Ramnicului,BZ,2,0,6,1,2
50068,Valea Salciei,BZ,0,0,1,1,0
50102,Vernesti,BZ,4,0,12,1,4
50228,Vintila Voda,BZ,6,0,15,5,1
50326,Viperesti,BZ,2,0,2,2,2
50399,Valcelele,BZ,1,0,2,1,1
50415,Zarnesti,BZ,2,0,6,1,2
50479,Ziduri,BZ,2,0,4,0,2
50549,Unguriu,BZ,1,11,2,84,1
50564,Florica,BZ,1,0,1,1,1
50790,Municipiul Resita,CS,92,183,219,763,47
50889,Oras Anina,CS,4,1,8,12,3
50923,Oras Baile Herculane,CS,9,1,13,12,3
50969,Oras Bocsa,CS,14,1,29,12,8
50987,Ocna De Fier,CS,1,0,1,0,1
51010,Municipiul Caransebes,CS,37,67,76,227,18
51056,Oras Moldova Noua,CS,12,14,23,63,7
51118,Oras Oravita,CS,14,21,16,121,7
51207,Oras Otelu Rosu,CS,12,18,45,58,7
51243,Armenis,CS,1,0,1,0,1
51305,Bania,CS,0,0,0,0,0
51332,Bautar,CS,1,0,2,0,1
51387,Berliste,CS,1,0,1,0,1
51449,Berzasca,CS,1,0,1,0,1
51500,Berzovia,CS,1,0,2,0,1
51546,Bolvasnita,CS,1,0,1,0,1
51573,Bozovici,CS,6,2,10,0,1
51626,Brebu,CS,1,0,1,0,1
51662,Brebu Nou,CS,0,0,0,0,0
51699,Buchin,CS,1,0,1,0,1
51751,Bucosnita,CS,1,0,1,0,1
51804,Carasova,CS,1,0,1,0,1
51840,Carbunari,CS,0,0,0,0,0
51877,Constantin Daicoviciu,CS,1,0,2,0,1
51948,Ciclova Romana,CS,1,0,2,0,1
51984,Ciuchici,CS,0,0,0,0,0
52035,Ciudanovita,CS,0,0,0,0,0
52062,Copacele,CS,1,0,1,0,1
52115,Cornea,CS,1,0,1,0,1
52160,Cornereva,CS,1,0,1,0,1
52570,Dalboset,CS,1,0,2,0,1
52650,Doclin,CS,1,0,1,0,1
52696,Dognecea,CS,1,0,1,0,1
52721,Domasnea,CS,0,0,0,0,0
52758,Ezeris,CS,1,0,1,0,1
52785,Farliug,CS,1,0,1,0,1
52856,Forotic,CS,1,0,1,0,1
52909,Garnic,CS,0,0,0,0,0
52936,Glimboca,CS,1,0,2,0,1
52954,Goruia,CS,0,0,0,0,0
52990,Gradinari,CS,1,0,3,0,1
53023,Iablanita,CS,1,0,2,0,1
53069,Lapusnicel,CS,1,0,1,0,1
53103,Lapusnicu Mare,CS,1,0,1,0,1
53130,Luncavita,CS,1,0,2,0,1
53167,Lupac,CS,1,0,1,0,1
53210,Marga,CS,0,0,0,0,0
53247,Maureni,CS,1,0,1,0,1
53274,Mehadia,CS,3,0,7,0,3
53327,Mehadica,CS,0,0,0,0,0
53345,Naidas,CS,1,0,1,0,1
53372,Obreja,CS,1,0,1,0,1
53425,Paltinis,CS,1,0,4,0,1
53489,Coronini,CS,1,0,1,0,1
53513,Pojejena,CS,1,0,1,0,1
53577,Prigor,CS,1,0,1,0,1
53639,Ramna,CS,1,0,1,0,1
53675,Racasdia,CS,1,0,2,0,1
53700,Eftimie Murgu,CS,1,0,2,0,1
53728,Rusca Montana,CS,1,0,2,0,1
53755,Sacu,CS,1,0,2,3,1
53791,Sasca Montana,CS,1,0,1,0,1
53853,Sichevita,CS,1,0,1,0,1
54056,Slatina-Timis,CS,1,0,4,0,1
54109,Socol,CS,1,0,1,0,1
54163,Sopotu Nou,CS,1,0,2,0,1
54270,Teregova,CS,1,0,2,0,1
54305,Ticvaniu Mare,CS,1,0,1,0,1
54350,Tarnova,CS,0,0,0,0,0
54387,Toplet,CS,2,0,3,0,2
54412,Turnu Ruieni,CS,2,0,3,0,2
54485,Valiug,CS,1,0,1,0,1
54500,Varadia,CS,1,0,1,0,1
54537,Vermes,CS,1,0,1,0,1
54573,Vrani,CS,0,0,0,0,0
54617,Zavoi,CS,3,0,5,0,3
54699,Zorlentu Mare,CS,1,0,1,0,1
54975,Municipiul Cluj-Napoca,CJ,0,0,0,0,0
55008,Municipiul Dej,CJ,0,0,0,0,0
55062,Cuzdrioara,CJ,0,0,0,0,0
55106,Jichisu De Jos,CJ,0,0,0,0,0
55160,Mica,CJ,0,0,0,0,0
55259,Municipiul Turda,CJ,0,0,0,0,0
55277,Mihai Viteazu,CJ,0,0,0,0,0
55311,Sandulesti,CJ,0,0,0,0,0
55357,Municipiul Campia Turzii,CJ,0,0,0,0,0
55384,Municipiul Gherla,CJ,0,0,0,0,0
55446,Oras Huedin,CJ,0,0,0,0,0
55473,Aghiresu,CJ,0,0,0,0,0
55598,Aiton,CJ,0,0,0,0,0
55623,Alunis,CJ,0,0,0,0,0
55687,Apahida,CJ,0,0,0,0,0
55776,Aschileu,CJ,0,0,0,0,0
55838,Baciu,CJ,0,0,0,0,0
55918,Baisoara,CJ,0,0,0,0,0
56014,Belis,CJ,0,0,0,0,0
56096,Bobalna,CJ,0,0,0,0,0
56210,Bontida,CJ,0,0,0,0,0
56265,Borsa,CJ,0,0,0,0,0
56327,Buza,CJ,0,0,0,0,0
56354,Caianu,CJ,0,0,0,0,0
56425,Calarasi,CJ,0,0,0,0,0
56461,Calatele,CJ,0,0,0,0,0
56522,Camarasu,CJ,0,0,0,0,0
56568,Capusu Mare,CJ,0,0,0,0,0
56666,Caseiu,CJ,0,0,0,0,0
56773,Catina,CJ,0,0,0,0,0
56844,Ceanu Mare,CJ,0,0,0,0,0
56988,Chinteni,CJ,0,0,0,0,0
57083,Chiuiesti,CJ,0,0,0,0,0
57163,Ciucea,CJ,0,0,0,0,0
57225,Ciurila,CJ,0,0,0,0,0
57314,Catcau,CJ,0,0,0,0,0
57350,Cojocna,CJ,0,0,0,0,0
57449,Cornesti,CJ,0,0,0,0,0
57546,Dabaca,CJ,0,0,0,0,0
57582,Feleacu,CJ,0,0,0,0,0
57644,Fizesu Gherlii,CJ,0,0,0,0,0
57706,Floresti,CJ,0,0,0,0,0
57742,Frata,CJ,0,0,0,0,0
57831,Geaca,CJ,0,0,0,0,0
57902,Gilau,CJ,0,0,0,0,0
57948,Garbau,CJ,0,0,0,0,0
58008,Iara,CJ,0,0,0,0,0
58142,Iclod,CJ,0,0,0,0,0
58204,Izvoru Crisului,CJ,0,0,0,0,0
58259,Jucu,CJ,0,0,0,0,0
58311,Luna,CJ,0,0,0,0,0
58357,Maguri-Racatau,CJ,0,0,0,0,0
58393,Manastireni,CJ,0,0,0,0,0
58464,Margau,CJ,0,0,0,0,0
58534,Marisel,CJ,0,0,0,0,0
58552,Mintiu Gherlii,CJ,0,0,0,0,0
58623,Mociu,CJ,0,0,0,0,0
58721,Moldovenesti,CJ,0,0,0,0,0
58794,Palatca,CJ,0,0,0,0,0
58856,Panticeu,CJ,0,0,0,0,0
58918,Petrestii De Jos,CJ,0,0,0,0,0
58990,Ploscos,CJ,0,0,0,0,0
59041,Poieni,CJ,0,0,0,0,0
59130,Recea-Cristur,CJ,0,0,0,0,0
59238,Risca,CJ,0,0,0,0,0
59283,Sacuieu,CJ,0,0,0,0,0
59327,Savadisla,CJ,0,0,0,0,0
59416,Sic,CJ,0,0,0,0,0
59434,Sancraiu,CJ,0,0,0,0,0
59498,Sanmartin,CJ,0,0,0,0,0
59586,Sanpaul,CJ,0,0,0,0,0
59657,Suatu,CJ,0,0,0,0,0
59693,Tritenii De Jos,CJ,0,0,0,0,0
59764,Tureni,CJ,0,0,0,0,0
59826,Taga,CJ,0,0,0,0,0
59880,Unguras,CJ,0,0,0,0,0
59942,Vad,CJ,0,0,0,0,0
60026,Valea Ierii,CJ,0,0,0,0,0
60062,Viisoara,CJ,0,0,0,0,0
60099,Vultureni,CJ,0,0,0,0,0
60169,Negreni,CJ,0,0,0,0,0
60419,Municipiul Constanta,CT,745,751,1570,1497,239
60455,Oras Eforie,CT,20,18,47,100,4
60482,Municipiul Mangalia,CT,41,80,60,259,21
60507,Oras Navodari,CT,24,4,29,26,18
60534,Oras Techirghiol,CT,9,23,30,167,4
60570,Agigea,CT,4,11,10,43,4
60598,23-Aug,CT,2,0,7,0,2
60632,Limanu,CT,3,0,6,0,3
60687,Oras Ovidiu,CT,42,0,53,0,7
60721,Tuzla,CT,5,0,11,0,5
60776,Oras Cernavoda,CT,16,19,17,59,9
60801,Oras Harsova,CT,10,12,15,47,5
60847,Municipiul Medgidia,CT,35,35,52,176,19
60883,Adamclisi,CT,1,0,4,0,1
60945,Albesti,CT,1,0,1,0,1
61005,Aliman,CT,1,0,2,0,1
61069,Oras Baneasa,CT,4,0,4,0,3
61121,Castelu,CT,3,0,7,0,3
61167,Cerchezu,CT,0,0,1,0,0
61210,Chirnogeni,CT,2,0,6,0,2
61256,Ciobanu,CT,1,0,3,0,1
61283,Ciocarlia,CT,2,0,1,0,2
61318,Cobadin,CT,7,0,12,8,7
61372,Cogealac,CT,7,0,16,1,3
61452,Comana,CT,1,0,5,0,1
61513,Corbu,CT,3,0,6,0,3
61559,Crucea,CT,2,0,3,0,2
61620,Cumpana,CT,8,1,14,9,7
61675,Deleni,CT,1,0,1,1,1
61737,Dobromir,CT,1,0,1,1,1
61808,Garliciu,CT,0,0,0,0,0
61826,Ghindaresti,CT,2,0,2,0,2
61871,Independenta,CT,1,0,2,0,1
61951,Ion Corvin,CT,1,0,2,0,1
62020,Istria,CT,2,0,4,0,2
62057,Lipnita,CT,0,0,1,1,0
62137,Mereni,CT,1,0,1,0,1
62191,Mihail Kogalniceanu,CT,5,0,21,0,4
62253,Mihai Viteazu,CT,2,0,4,0,2
62280,Mircea Voda,CT,2,0,3,0,2
62360,Oras Murfatlar,CT,12,0,14,2,5
62397,Oras Negru Voda,CT,4,2,6,20,2
62440,Nicolae Balcescu,CT,4,0,5,0,4
62486,Oltina,CT,2,0,1,0,2
62538,Ostrov,CT,2,0,2,1,2
62609,Pantelimon,CT,1,0,1,0,1
62672,Pecineaga,CT,2,0,3,0,2
62707,Pestera,CT,1,0,2,0,1
62761,Poarta Alba,CT,4,10,5,43,4
62798,Rasova,CT,2,0,2,0,2
62823,Saraiu,CT,1,0,1,0,1
62878,Sacele,CT,2,0,1,0,2
62903,Seimeni,CT,1,0,0,0,1
62949,Silistea,CT,1,0,2,0,1
62985,Targusor,CT,1,0,1,0,1
63045,Topalu,CT,1,0,1,0,1
63072,Topraisar,CT,3,0,4,1,3
63125,Valu Lui Traian,CT,8,0,20,0,8
63152,Lumina,CT,6,0,21,0,6
63161,Dumbraveni,CT,0,0,0,0,0
63170,Vulturu,CT,1,0,1,0,1
63189,Tortoman,CT,1,0,1,0,1
63198,Amzacea,CT,1,0,3,0,1
63278,Horia,CT,1,0,0,0,1
63286,Costinesti,CT,3,0,8,0,3
63294,Baraganu,CT,1,0,2,0,1
63300,Cuza Voda,CT,2,0,2,0,2
63318,Saligny,CT,1,0,0,0,1
63326,Gradina,CT,0,0,0,0,0
63334,Fantanele,CT,1,0,1,0,1
63394,Municipiul Sfantu Gheorghe,CV,71,147,195,488,33
63447,Oras Baraolt,CV,5,17,18,90,4
63526,Oras Covasna,CV,8,78,32,180,5
63553,Comandau,CV,1,0,1,0,1
63580,Oras Intorsura Buzaului,CV,7,15,9,37,5
63633,Barcani,CV,1,0,2,0,1
63688,Sita Buzaului,CV,2,0,3,0,2
63740,Municipiul Targu Secuiesc,CV,21,52,48,151,12
63777,Aita Mare,CV,1,0,1,0,1
63802,Batani,CV,5,0,4,0,3
63866,Belin,CV,1,0,2,0,1
63893,Bodoc,CV,1,0,2,0,1
63937,Borosneu Mare,CV,1,0,2,0,1
64005,Brates,CV,1,0,1,0,1
64041,Bradut,CV,3,0,3,0,3
64096,Bretcu,CV,2,0,3,0,2
64130,Catalina,CV,3,0,4,0,3
64194,Cernat,CV,2,0,3,0,2
64238,Chichis,CV,1,0,2,0,1
64265,Dobarlau,CV,1,0,1,0,1
64318,Ghelinta,CV,1,0,2,0,1
64345,Ghidfalau,CV,1,0,2,0,1
64390,Haghig,CV,1,0,2,1,1
64425,Ilieni,CV,1,0,3,0,1
64461,Lemnia,CV,0,0,1,0,0
64504,Malnas,CV,1,0,1,0,1
64568,Moacsa,CV,1,0,1,0,1
64602,Ojdula,CV,0,0,1,0,0
64639,Ozun,CV,2,0,2,0,2
64719,Poian,CV,1,0,2,0,1
64773,Reci,CV,1,0,2,0,1
64826,Sanzieni,CV,2,0,3,0,2
64871,Turia,CV,1,0,3,0,1
64906,Valea Crisului,CV,1,0,2,0,1
64942,Valcele,CV,3,0,3,0,2
64997,Varghis,CV,1,0,2,0,1
65011,Zagon,CV,2,0,2,0,2
65048,Zabala,CV,1,0,2,0,1
65099,Valea Mare,CV,1,0,1,0,1
65105,Mereni,CV,0,0,0,0,0
65113,Arcus,CV,0,0,1,0,0
65121,Bixad,CV,1,0,2,0,1
65139,Micfalau,CV,1,0,1,0,1
65147,Dalnic,CV,0,0,0,0,0
65154,Estelnic,CV,0,0,2,0,0
65342,Municipiul Targoviste,DB,74,218,497,1186,40
65379,Aninoasa,DB,4,0,7,0,4
65413,Doicesti,DB,2,0,4,0,2
65431,Razvad,DB,6,0,10,0,3
65477,Sotanga,DB,3,0,6,0,3
65501,Ulmi,DB,1,0,3,0,1
65609,Oras Fieni,DB,4,0,12,0,4
65645,Motaieni,DB,1,0,2,0,1
65681,Oras Gaesti,DB,11,24,44,96,8
65707,Gura Foii,DB,1,0,3,0,1
65752,Petresti,DB,3,0,4,0,3
65841,Municipiul Moreni,DB,9,20,48,97,9
65869,Iedera,DB,1,0,3,0,1
65921,Oras Pucioasa,DB,11,28,32,152,9
66009,Branesti,DB,5,0,10,0,4
66081,Oras Titu,DB,6,1,24,8,5
66152,Branistea,DB,2,0,5,0,2
66198,Baleni,DB,2,0,7,0,2
66223,Barbuletu,DB,1,0,4,0,1
66330,Bezdead,DB,2,0,3,0,2
66401,Bilciuresti,DB,1,0,1,0,1
66438,Buciumeni,DB,2,0,3,0,2
66474,Bucsani,DB,3,0,7,17,3
66526,Candesti,DB,1,0,2,0,1
66580,Cobia,DB,2,0,3,0,2
66697,Cojasca,DB,2,0,3,0,2
66731,Comisani,DB,3,0,9,0,3
66768,Contesti,DB,3,0,6,0,2
66857,Corbii Mari,DB,4,0,9,0,4
66955,Cornatelu,DB,1,0,3,0,1
67014,Cornesti,DB,3,0,11,0,3
67121,Costestii Din Vale,DB,1,0,2,0,1
67167,Crangurile,DB,2,0,2,0,2
67256,Darmanesti,DB,3,0,6,0,3
