Siruta,Localitate,Judet,NrMedici_Privat,NrMedici_Public,PersonalMediu_privat,PersonalMediu_public,MediciFamilie
67292,Dobra,DB,1,0,4,0,1
67327,Dragodana,DB,3,0,8,0,3
67407,Dragomiresti,DB,4,0,9,0,4
67470,Finta,DB,3,0,7,0,3
67522,Glodeni,DB,2,0,2,0,2
67595,Gura Ocnitei,DB,3,11,6,147,3
67648,Gura Sutii,DB,2,0,3,0,2
67675,Hulubesti,DB,2,0,3,0,2
67737,I. L. Caragiale,DB,1,0,5,0,1
67773,Lucieni,DB,3,0,3,0,2
67835,Ludesti,DB,2,0,3,0,2
67906,Lunguletu,DB,2,0,5,0,2
67942,Malu Cu Flori,DB,1,0,2,0,1
68002,Manesti,DB,2,0,5,0,2
68048,Matasaru,DB,2,0,6,0,2
68128,Mogosani,DB,2,0,4,0,2
68182,Moroeni,DB,3,2,4,32,3
68253,Morteni,DB,1,0,2,0,1
68280,Nucet,DB,2,0,6,0,2
68324,Ocnita,DB,2,0,4,0,2
68342,Odobesti,DB,2,0,6,0,2
68404,Pietrosita,DB,2,0,4,0,2
68431,Poiana,DB,1,0,3,0,1
68468,Potlogi,DB,3,0,8,0,3
68529,Produlesti,DB,2,0,3,0,2
68565,Pucheni,DB,1,0,2,0,1
68627,Oras Racari,DB,3,0,8,10,3
68716,Runcu,DB,2,0,3,0,2
68789,Salcioara,DB,2,0,4,0,2
68887,Selaru,DB,1,0,2,0,1
68921,Tatarani,DB,3,0,6,0,3
68976,Uliesti,DB,2,0,2,0,2
69063,Valea Lunga,DB,3,0,3,0,2
69170,Valea Mare,DB,2,0,2,0,1
69250,Vacaresti,DB,3,0,5,0,3
69303,Valeni-Dambovita,DB,1,0,3,0,1
69330,Visina,DB,2,0,2,0,2
69394,Visinesti,DB,1,0,2,0,1
69447,Varfuri,DB,1,0,2,0,1
69526,Voinesti,DB,3,2,12,7,3
69615,Vulcana-Bai,DB,0,0,3,0,0
69900,Municipiul Craiova,DJ,791,1555,1900,2337,228
69964,Bucovat,DJ,6,12,11,35,4
70094,Isalnita,DJ,2,1,12,2,1
70110,Podari,DJ,8,0,12,1,5
70174,Simnicu De Sus,DJ,2,0,7,0,2
70316,Municipiul Bailesti,DJ,21,30,52,84,13
70352,Municipiul Calafat,DJ,22,37,60,179,12
70414,Oras Filiasi,DJ,20,31,47,87,13
70502,Oras Segarcea,DJ,6,23,22,62,5
70520,Afumati,DJ,3,0,4,2,3
70566,Almaj,DJ,2,0,5,0,2
70637,Amarastii De Jos,DJ,8,0,17,10,4
70673,Amarastii De Sus,DJ,1,0,3,2,1
70726,Apele Vii,DJ,1,0,4,1,1
70744,Argetoaia,DJ,3,0,7,1,2
70879,Oras Bechet,DJ,2,4,14,21,2
70897,Bistret,DJ,2,0,3,1,2
70940,Barca,DJ,1,0,3,1,1
70968,Botosesti-Paia,DJ,1,0,2,1,1
70986,Brabova,DJ,1,1,2,6,1
71055,Bradesti,DJ,4,0,9,1,4
71126,Bralostita,DJ,2,0,4,1,2
71199,Bratovoesti,DJ,2,0,5,3,2
71260,Breasta,DJ,2,0,4,1,2
71340,Bulzesti,DJ,1,0,7,0,1
71457,Calopar,DJ,2,0,6,2,2
71518,Caraula,DJ,3,0,6,2,2
71536,Carpen,DJ,2,0,5,1,2
71572,Castranova,DJ,2,0,3,1,2
71607,Calarasi,DJ,1,0,4,1,1
71634,Celaru,DJ,4,0,7,1,3
71698,Cerat,DJ,2,0,4,0,2
71723,Cernatesti,DJ,1,0,3,1,1
71787,Cetate,DJ,3,1,5,15,3
71812,Cioroiasi,DJ,1,0,2,0,1
71858,Ciupercenii Noi,DJ,6,0,9,2,5
71885,Cosoveni,DJ,3,0,7,0,3
71910,Cotofenii Din Dos,DJ,3,0,4,1,3
71956,Daneti,DJ,6,0,13,1,4
72007,Oras Dabuleni,DJ,7,15,22,40,7
72034,Desa,DJ,3,0,4,1,3
72052,Diosti,DJ,2,0,5,29,2
72098,Dobresti,DJ,2,0,3,1,2
72150,Dragotesti,DJ,4,0,7,0,4
72221,Dranic,DJ,2,0,4,0,2
72276,Farcas,DJ,2,0,4,1,2
72383,Galicea Mare,DJ,3,0,9,1,3
72409,Ghercesti,DJ,1,0,3,0,1
72463,Gighera,DJ,2,0,3,0,2
72506,Giubega,DJ,1,0,3,1,1
72533,Giurgita,DJ,3,0,5,1,3
72579,Gangiova,DJ,1,0,5,2,1
72604,Gogosu,DJ,1,0,1,0,1
72640,Goicea,DJ,2,0,5,1,2
72677,Goiesti,DJ,3,0,4,0,3
72819,Grecesti,DJ,1,0,4,1,1
72882,Izvoare,DJ,2,0,2,0,2
72926,Leu,DJ,4,0,9,1,4
72953,Lipovu,DJ,2,0,4,0,2
72980,Macesu De Jos,DJ,1,0,2,1,1
73013,Macesu De Sus,DJ,1,0,3,0,1
73031,Maglavit,DJ,4,0,9,1,4
73068,Malu Mare,DJ,2,0,10,1,2
73102,Melinesti,DJ,3,3,8,22,3
73246,Mischii,DJ,2,0,5,0,1
73317,Marsani,DJ,2,0,6,1,2
73335,Motatei,DJ,2,0,7,1,2
73371,Murgasi,DJ,3,0,5,0,3
73460,Negoi,DJ,1,0,2,2,1
73503,Orodel,DJ,2,0,3,0,2
73567,Ostroveni,DJ,3,0,6,2,3
73594,Perisor,DJ,2,0,4,0,2
73629,Pielesti,DJ,4,0,16,1,3
73665,Piscu Vechi,DJ,3,0,7,2,3
73709,Plenita,DJ,8,1,15,13,5
73736,Poiana Mare,DJ,10,25,16,125,8
73772,Predesti,DJ,2,0,5,2,2
73852,Radovan,DJ,1,0,5,0,1
73905,Rast,DJ,1,0,7,2,1
73923,Robanesti,DJ,4,0,8,0,2
73996,Sadova,DJ,8,1,12,10,5
74028,Salcuta,DJ,1,0,1,0,1
74073,Scaesti,DJ,1,0,2,0,1
74108,Seaca De Camp,DJ,0,0,2,1,0
74135,Seaca De Padure,DJ,1,0,2,0,1
74171,Secu,DJ,1,0,2,1,1
74224,Silistea Crucii,DJ,1,0,2,1,1
74242,Sopot,DJ,3,0,3,1,3
74322,Teasc,DJ,2,0,7,0,2
74359,Terpezita,DJ,1,0,3,0,1
74411,Teslui,DJ,2,0,3,0,2
74509,Tuglui,DJ,4,0,9,0,4
74536,Unirea,DJ,2,0,4,1,2
74554,Urzicuta,DJ,4,0,6,2,4
74581,Valea Stanciului,DJ,5,0,11,1,4
74616,Vela,DJ,2,0,3,0,2
74705,Verbita,DJ,1,0,2,1,1
74732,Vartop,DJ,1,0,2,1,1
74750,Varvoru De Jos,DJ,3,0,5,1,2
74842,Catane,DJ,2,0,3,0,2
74859,Carcea,DJ,3,0,6,0,1
74867,Carna,DJ,1,0,2,0,1
74875,Cotofenii Din Fata,DJ,3,0,4,1,1
74883,Dobrotesti,DJ,1,0,4,1,1
74891,Galiciuica,DJ,1,0,1,0,1
74907,Ghidici,DJ,0,0,3,1,0
74915,Ghindeni,DJ,1,0,3,0,1
74923,Intorsura,DJ,1,0,1,0,1
74931,Plesoi,DJ,1,0,1,0,1
74949,Rojiste,DJ,1,0,2,0,1
74956,Talpas,DJ,1,0,2,0,1
75098,Municipiul Galati,GL,199,544,696,2050,152
75114,Sendreni,GL,2,0,3,0,2
75150,Vanatori,GL,1,0,4,0,1
75203,Municipiul Tecuci,GL,34,37,76,210,23
75221,Draganesti,GL,3,0,5,1,3
75258,Munteni,GL,3,0,5,14,3
75338,Oras Beresti,GL,1,0,2,0,1
75356,Beresti-Meria,GL,1,0,2,1,1
75472,Oras Targu Bujor,GL,3,17,5,46,3
75515,Barcea,GL,3,0,5,0,3
75542,Balabanesti,GL,0,0,2,1,0
75613,Balasesti,GL,1,0,2,0,1
75668,Baleni,GL,1,0,2,0,1
75686,Baneasa,GL,1,0,2,0,1
75711,Branistea,GL,1,0,2,0,1
75766,Brahasesti,GL,3,0,4,2,3
75819,Buciumeni,GL,1,0,2,0,1
75864,Cavadinesti,GL,0,0,0,8,0
75917,Certesti,GL,1,0,2,0,1
75953,Corod,GL,3,0,5,3,3
76004,Corni,GL,1,0,1,0,1
76040,Cosmesti,GL,3,0,7,1,3
76111,Costache Negri,GL,1,0,2,0,1
76139,Cuca,GL,1,0,2,1,1
76157,Cudalbi,GL,3,0,5,0,3
76175,Draguseni,GL,2,0,4,0,2
76255,Fartanesti,GL,2,0,4,0,2
76282,Foltesti,GL,1,0,2,0,1
76317,Frumusita,GL,3,0,5,0,3
76353,Fundeni,GL,2,0,4,0,2
76406,Ghidigeni,GL,2,0,4,1,2
76497,Gohor,GL,1,0,1,0,1
76558,Grivita,GL,1,0,3,0,1
76585,Independenta,GL,3,0,5,0,2
76601,Ivesti,GL,3,0,7,8,3
76638,Jorasti,GL,1,0,1,0,1
76674,Liesti,GL,4,0,8,0,4
76692,Matca,GL,5,0,7,1,5
76718,Mastacani,GL,2,0,4,1,2
76745,Movileni,GL,1,0,4,0,1
76763,Namoloasa,GL,1,0,2,0,1
76807,Nicoresti,GL,1,0,3,0,1
76932,Oancea,GL,0,0,2,0,0
76969,Pechea,GL,4,0,8,7,4
76996,Piscu,GL,2,0,4,0,2
77028,Priponesti,GL,1,0,2,0,1
77082,Rediu,GL,1,0,2,0,1
77126,Scanteiesti,GL,2,0,2,0,2
77153,Schela,GL,1,0,2,3,1
77180,Slobozia Conachi,GL,2,0,5,0,2
77224,Smardan,GL,2,0,4,0,2
77260,Smulti,GL,1,0,1,0,1
77288,Suceveni,GL,1,0,2,0,1
77313,Tudor Vladimirescu,GL,3,0,4,0,3
77331,Tulucesti,GL,2,0,4,0,2
77377,Tepu,GL,1,0,2,0,1
77402,Umbraresti,GL,3,0,3,0,3
77475,Valea Marului,GL,2,0,2,0,2
77509,Varlezi,GL,1,0,2,0,1
77536,Vladesti,GL,1,0,2,0,1
77561,Radesti,GL,1,0,1,0,1
77579,Negrilesti,GL,1,0,1,0,1
77587,Poiana,GL,1,0,2,0,1
77595,Cuza Voda,GL,1,0,2,0,1
77601,Suhurlui,GL,0,0,0,0,0
77812,Municipiul Targu Jiu,GJ,85,249,363,732,57
77910,Balesti,GJ,4,0,5,0,4
78016,Dragutesti,GJ,3,0,3,2,3
78089,Turcinesti,GJ,2,0,3,0,2
78141,Municipiul Motru,GJ,11,39,18,105,11
78258,Oras Novaci,GJ,3,22,8,75,3
78329,Oras Targu Carbunesti,GJ,5,89,7,202,5
78454,Oras Ticleni,GJ,3,0,8,0,2
78472,Albeni,GJ,1,0,2,1,1
78542,Alimpesti,GJ,2,0,2,0,2
78604,Aninoasa,GJ,2,0,4,1,2
78668,Arcani,GJ,1,0,2,1,1
78711,Baia De Fier,GJ,2,0,4,0,2
78748,Balanesti,GJ,1,0,1,0,1
78828,Barbatesti,GJ,1,0,1,0,1
78873,Bengesti-Ciocadia,GJ,2,0,2,0,2
78926,Berlesti,GJ,1,0,2,0,1
79004,Balteni,GJ,4,0,4,2,4
79077,Bolbosi,GJ,2,0,4,0,2
79157,Borascu,GJ,2,0,3,0,2
79237,Branesti,GJ,2,0,3,0,2
79308,Oras Bumbesti-Jiu,GJ,5,18,18,69,5
79362,Bumbesti-Pitic,GJ,1,0,2,0,1
79406,Bustuchin,GJ,1,0,2,2,1
79497,Capreni,GJ,3,1,5,3,1
79585,Catunele,GJ,2,0,2,1,2
79656,Ciuperceni,GJ,1,0,2,0,1
79736,Calnic,GJ,1,0,2,0,1
79834,Crasna,GJ,3,0,3,1,3
79932,Cruset,GJ,2,0,3,0,2
80043,Danciulesti,GJ,1,0,3,0,1
80123,Danesti,GJ,2,0,3,0,2
80249,Dragotesti,GJ,1,0,3,0,1
80285,Farcasesti,GJ,1,0,1,0,1
80365,Glogova,GJ,1,0,2,0,1
80427,Godinesti,GJ,1,0,1,0,1
80506,Hurezani,GJ,1,0,1,0,1
80560,Ionesti,GJ,1,0,2,0,1
80613,Jupanesti,GJ,1,0,1,0,1
80677,Lelesti,GJ,1,0,2,0,1
80711,Licurici,GJ,2,0,2,0,2
80766,Logresti,GJ,2,1,2,6,2
80846,Matasari,GJ,4,1,4,4,4
80908,Musetesti,GJ,2,0,2,0,2
80980,Negomir,GJ,1,0,2,0,1
81095,Pades,GJ,3,0,3,1,3
81184,Pestisani,GJ,3,0,3,2,3
81264,Plopsoru,GJ,2,0,3,1,2
81380,Polovragi,GJ,2,0,3,0,2
81415,Prigoria,GJ,2,0,3,2,2
81497,Rosia De Amaradia,GJ,1,0,1,0,1
81576,Runcu,GJ,2,12,3,73,2
81656,Samarinesti,GJ,1,0,1,0,1
81754,Sacelu,GJ,1,0,1,0,1
81816,Saulesti,GJ,1,0,1,0,1
81861,Scoarta,GJ,3,0,3,1,3
81987,Schela,GJ,2,0,2,0,2
82047,Slivilesti,GJ,2,0,3,0,2
82136,Stanesti,GJ,2,0,2,1,2
82243,Stejari,GJ,1,0,1,0,1
82314,Stoina,GJ,1,0,1,0,1
82396,Telesti,GJ,2,0,2,2,2
82430,Oras Tismana,GJ,3,0,7,0,3
82555,Turburea,GJ,3,0,3,4,3
82617,Oras Turceni,GJ,5,24,14,62,3
82680,Tantareni,GJ,3,0,3,0,3
82733,Urdari,GJ,2,0,2,0,2
82779,Vagiulesti,GJ,2,0,1,1,2
82831,Vladimir,GJ,2,0,2,0,2
82895,Oras Rovinari,GJ,8,27,22,78,8
83133,Municipiul Odorheiu Secuiesc,HR,16,118,144,369,16
83151,Bradesti,HR,3,0,6,0,3
83197,Feliceni,HR,2,0,6,3,2
83320,Municipiul Miercurea Ciuc,HR,40,172,540,777,24
83375,Pauleni-Ciuc,HR,1,0,2,0,1
83428,Oras Baile Tusnad,HR,3,0,17,0,1
83464,Oras Balan,HR,1,0,9,0,1
83491,Oras Borsec,HR,1,0,8,1,1
83525,Oras Cristuru Secuiesc,HR,4,3,21,112,4
83561,Municipiul Gheorgheni,HR,10,35,78,122,10
83632,Municipiul Toplita,HR,8,29,56,112,8
83749,Oras Vlahita,HR,3,1,19,14,3
83785,Atid,HR,1,0,2,0,1
83847,Avramesti,HR,1,0,3,0,1
83936,Bilbor,HR,1,0,3,8,1
83963,Capalnita,HR,1,0,2,0,1
83981,Ciucsangeorgiu,HR,3,0,6,0,3
84086,Ciumani,HR,3,0,6,0,3
84102,Carta,HR,3,0,7,0,3
84148,Corbu,HR,1,0,5,1,1
84175,Corund,HR,4,0,10,0,4
84237,Danesti,HR,2,0,7,1,2
84264,Dealu,HR,2,0,4,0,2
84344,Ditrau,HR,3,2,9,4,3
84380,Darjiu,HR,1,0,0,0,1
84415,Frumoasa,HR,2,0,6,28,2
84460,Galautas,HR,1,0,3,1,1
84558,Joseni,HR,2,0,9,2,2
84594,Lazarea,HR,2,0,5,0,2
84629,Lueta,HR,1,0,2,0,1
84656,Lunca De Jos,HR,2,0,8,0,2
84754,Lunca De Sus,HR,1,0,6,0,1
84825,Lupeni,HR,4,0,8,0,4
84923,Martinis,HR,1,0,7,0,1
85056,Meresti,HR,1,0,3,1,1
85074,Mihaileni,HR,1,0,3,1,1
85127,Mugeni,HR,2,0,6,0,2
85243,Ocland,HR,1,0,2,23,1
85289,Plaiesii De Jos,HR,2,0,5,0,2
85341,Praid,HR,5,0,14,0,5
85412,Remetea,HR,3,0,11,0,3
85467,Sacel,HR,0,0,0,0,0
85528,Sarmas,HR,2,0,5,1,2
85582,Secuieni,HR,1,0,4,0,1
85626,Siculeni,HR,3,0,8,0,3
85680,Sancraieni,HR,3,0,9,0,3
85760,Sandominic,HR,2,0,6,0,2
85788,Sanmartin,HR,2,0,6,0,2
85840,Sansimion,HR,2,0,3,0,2
85877,Subcetate,HR,1,0,3,1,1
85920,Suseni,HR,2,0,11,0,2
85984,Simonesti,HR,1,0,3,1,1
86133,Tulghes,HR,2,13,3,71,2
86188,Tusnad,HR,1,0,3,0,1
86222,Ulies,HR,2,0,3,0,2
86311,Varsag,HR,1,0,1,0,1
86339,Voslabeni,HR,2,0,2,0,2
86366,Zetea,HR,4,0,10,0,4
86438,Madaras,HR,0,0,0,0,0
86446,Cozmeni,HR,0,0,0,1,0
86453,Tomesti,HR,0,0,0,0,0
86461,Ciceu,HR,0,0,0,0,0
86479,Leliceni,HR,0,0,0,0,0
86487,Porumbeni,HR,0,0,0,0,0
86495,Racu,HR,1,0,1,0,1
86501,Satu Mare,HR,0,0,0,0,0
86519,Santimbru,HR,0,0,0,0,0
86687,Municipiul Deva,HD,169,225,129,630,43
86749,Carjiti,HD,0,0,0,0,0
86810,Municipiul Hunedoara,HD,73,122,98,368,40
86883,Ghelari,HD,1,0,2,0,1
86936,Teliucu Inferior,HD,2,0,2,0,2
86990,Municipiul Petrosani,HD,40,99,48,410,21
87059,Municipiul Lupeni,HD,19,62,20,136,13
87077,Oras Petrila,HD,12,4,22,10,10
87139,Oras Uricani,HD,5,0,12,15,4
87175,Municipiul Vulcan,HD,3,29,20,86,3
87219,Oras Aninoasa,HD,2,0,3,14,2
87246,Banita,HD,0,0,0,0,0
87291,Municipiul Brad,HD,13,47,29,148,12
87362,Criscior,HD,2,0,4,0,2
87424,Oras Calan,HD,10,7,14,18,5
87576,Oras Hateg,HD,17,33,29,134,7
87638,Municipiul Orastie,HD,15,30,36,138,12
87665,Oras Simeria,HD,10,18,20,54,13
87745,Baia De Cris,HD,2,2,4,0,2
87843,Balsa,HD,2,0,1,0,1
87996,Baru,HD,1,0,1,0,1
88047,Bacia,HD,1,0,2,0,1
88092,Baita,HD,2,0,2,0,2
88216,Batrana,HD,0,0,0,0,0
88261,Beriu,HD,2,0,4,0,2
88350,Blajeni,HD,1,0,1,0,1
88449,Bosorod,HD,1,0,1,0,1
88546,Branisca,HD,2,0,2,10,1
88644,Bretea Romana,HD,1,0,1,8,1
88788,Buces,HD,1,0,1,0,1
88868,Bucuresci,HD,1,0,1,0,1
88920,Bulzestii De Sus,HD,1,0,0,0,0
89026,Bunila,HD,0,0,0,0,0
89080,Burjuc,HD,0,0,0,0,0
89151,Cerbal,HD,0,0,0,0,0
89240,Certeju De Sus,HD,3,0,4,0,2
89348,Densus,HD,1,0,1,0,1
89428,Dobra,HD,2,0,4,0,2
89561,Oras Geoagiu,HD,5,7,6,50,2
89687,Gurasada,HD,1,0,1,0,1
89801,Harau,HD,1,0,2,0,1
89856,Ilia,HD,2,0,4,0,2
89954,Lapugiu De Jos,HD,0,0,0,0,0
90066,Lelese,HD,0,0,0,0,0
90119,Lunca Cernii De Jos,HD,0,0,0,0,0
90208,Luncoiu De Jos,HD,1,0,1,0,1
90262,Martinesti,HD,0,0,0,0,0
90342,Orastioara De Sus,HD,1,0,2,0,1
90431,Pestisu Mic,HD,1,0,2,0,1
90538,Pui,HD,2,0,4,0,2
90663,Rapoltu Mare,HD,1,0,2,0,1
90725,Rachitova,HD,0,0,0,0,0
90805,Ribita,HD,1,0,1,0,1
90878,Rau De Mori,HD,1,0,1,0,1
90994,Romos,HD,2,0,3,0,2
91054,Sarmizegetusa,HD,1,0,1,0,1
91116,Salasu De Sus,HD,2,0,3,0,2
91232,Santamaria-Orlea,HD,2,0,2,0,2
91330,Soimus,HD,2,0,2,0,2
91447,Tomesti,HD,1,0,1,0,1
91535,Toplita,HD,1,0,1,0,1
91624,Totesti,HD,1,0,0,54,0
91688,Turdas,HD,1,0,2,0,1
91731,General Berthelot,HD,2,0,1,0,2
91795,Vata De Jos,HD,2,0,2,0,2
91937,Valisoara,HD,1,0,1,0,1
91982,Vetel,HD,2,0,1,0,2
92097,Vorta,HD,1,0,1,0,1
92177,Zam,HD,1,8,2,50,1
92569,Municipiul Calarasi,CL,48,105,125,606,32
92587,Modelu,CL,3,0,6,4,3
92658,Municipiul Slobozia,IL,37,112,144,604,29
92701,Municipiul Fetesti,IL,15,23,70,94,14
92765,Oras Tandarei,IL,6,22,50,10,5
92783,Albesti,IL,1,0,2,0,1
92836,Oras Amara,IL,9,0,37,0,3
92872,Andrasesti,IL,1,0,2,0,1
92907,Balaciu,IL,1,0,2,3,1
92961,Borcea,CL,3,0,7,0,3
92989,Bordusani,IL,2,0,4,0,2
93021,Bucu,IL,1,0,5,0,1
93067,Oras Cazanesti,IL,1,0,3,0,1
93085,Ciocanesti,CL,1,0,3,8,1
93101,Ciochina,IL,1,0,2,0,1
93156,Ciulnita,IL,1,0,2,0,1
93209,Cocora,IL,1,0,5,0,1
93236,Cosambesti,IL,1,0,2,0,1
93281,Cuza Voda,CL,2,0,4,0,2
93325,Dichiseni,CL,1,0,1,0,1
93370,Dor Marunt,CL,3,0,4,0,3
93441,Dorobantu,CL,2,0,3,0,1
93487,Dragalina,CL,4,0,6,1,4
93539,Dragos Voda,CL,1,0,2,1,1
93575,Facaeni,IL,2,0,4,2,2
93600,Gheorghe Doja,IL,1,0,3,0,1
93628,Gheorghe Lazar,IL,1,0,1,0,1
93646,Giurgeni,IL,0,0,1,0,0
93664,Gradistea,CL,2,0,4,0,2
93717,Grindu,IL,1,0,2,1,1
93735,Grivita,IL,1,0,3,0,1
93771,Independenta,CL,1,0,2,0,1
93815,Jegalia,CL,1,0,4,1,1
93851,Lehliu,CL,1,8,2,28,1
93888,Oras Lehliu Gara,CL,3,23,32,54,3
93931,Lupsanu,CL,3,0,5,1,3
93995,Mihail Kogalniceanu,IL,2,0,5,0,2
94045,Milosesti,IL,1,0,3,2,1
94081,Movila,IL,1,0,3,0,1
94107,Munteni-Buzau,IL,2,0,6,0,2
94125,Alexandru Odobescu,CL,1,0,2,1,1
94161,Perieti,IL,0,0,1,0,0
94223,Perisoru,CL,1,0,5,40,1
94269,Reviga,IL,3,0,1,0,1
94312,Roseti,CL,2,0,3,0,2
94330,Salcioara,IL,0,0,0,0,0
94376,Saveni,IL,2,0,5,0,2
94429,Scanteia,IL,1,0,1,0,1
94456,Sfantu Gheorghe,IL,1,0,1,0,1
94492,Stelnica,IL,0,0,0,0,0
94535,Suditi,IL,1,0,2,0,1
94562,Stefan Cel Mare,CL,1,0,2,1,1
94580,Stefan Voda,CL,1,0,1,1,1
94606,Ulmu,CL,0,0,1,11,0
94651,Unirea,CL,1,0,3,0,1
94688,Valea Ciorii,IL,1,0,2,0,1
94731,Valcelele,CL,1,0,1,0,1
94768,Vlad Tepes,CL,2,0,5,0,2
94795,Vladeni,IL,1,0,1,0,1
95060,Municipiul Iasi,IS,496,2418,942,4167,210
95088,Barnova,IS,2,0,3,0,1
95159,Holboca,IS,3,0,4,0,2
95239,Rediu,IS,4,0,2,0,4
95293,Tomesti,IS,5,0,7,0,3
95355,Oras Harlau,IS,33,15,40,31,30
95391,Municipiul Pascani,IS,54,69,68,310,48
95471,Oras Targu Frumos,IS,36,12,29,18,26
95499,Ion Neculce,IS,1,0,3,0,1
95612,Alexandru I. Cuza,IS,1,0,1,0,1
95667,Andrieseni,IS,1,0,1,0,1
95747,Aroneanu,IS,1,0,2,0,1
95792,Baltati,IS,1,0,2,0,1
95872,Belcesti,IS,3,0,5,0,1
95943,Bivolari,IS,2,1,3,12,1
96003,Ungheni,IS,2,0,2,0,2
96058,Braesti,IS,2,0,2,0,1
96110,Butea,IS,1,0,2,0,1
96147,Ceplenita,IS,2,0,3,0,1
96192,Ciortesti,IS,2,0,2,0,1
96254,Ciurea,IS,4,0,4,1,1
96334,Coarnele Caprei,IS,1,0,2,0,1
96370,Comarna,IS,1,0,2,0,1
96423,Costuleni,IS,1,0,2,0,1
96478,Cotnari,IS,2,0,2,2,1
96593,Cozmesti,IS,1,0,2,5,1
96637,Cristesti,IS,1,0,2,1,1
96664,Cucuteni,IS,1,0,2,0,1
96717,Dagata,IS,1,0,2,0,1
96815,Deleni,IS,3,1,3,14,2
96888,Dobrovat,IS,2,0,2,0,2
96904,Dolhesti,IS,2,0,1,0,1
96940,Dumesti,IS,2,0,2,0,1
97009,Erbiceni,IS,1,0,2,0,1
97063,Focuri,IS,1,0,2,1,1
97090,Golaiesti,IS,2,0,2,0,2
97189,Gorban,IS,2,0,2,0,1
97241,Grajduri,IS,1,13,2,80,1
97321,Gropnita,IS,2,0,3,0,1
97394,Grozesti,IS,1,0,1,0,1
97438,Halaucesti,IS,2,0,4,2,2
97465,Helesteni,IS,1,0,2,0,1
97517,Horlesti,IS,1,0,2,2,1
97553,Ipatele,IS,1,0,3,0,1
97606,Lespezi,IS,1,0,3,0,1
97679,Letcani,IS,1,0,2,0,1
97722,Lungani,IS,1,0,1,0,1
97777,Madarjac,IS,1,0,2,0,1
97811,Mircesti,IS,2,0,4,5,1
97875,Mironeasa,IS,2,0,2,1,2
97919,Miroslava,IS,6,0,8,0,4
98051,Miroslovesti,IS,3,0,4,2,3
98113,Mogosesti,IS,1,0,3,0,1
