Siruta,Localitate,PersonalMediu_public,PersonalMediu_privat
43117,Frecatei,0.0,1.0
43180,Galbenu,1.0,3.0
43242,Gemenele,0.0,2.0
43279,Gradistea,2.0,2.0
43313,Gropeni,0.0,4.0
43331,Oras Ianca,8.0,3.0
43411,Oras Insuratei,0.0,8.0
43466,Jirlau,1.0,3.0
43493,Marasu,2.0,2.0
43563,Maxineni,2.0,2.0
43625,Mircea Voda,0.0,3.0
43652,Movila Miresii,3.0,5.0
43698,Racovita,1.0,3.0
43732,Ramnicelu,1.0,3.0
43787,Romanu,0.0,2.0
43812,Rosiori,1.0,1.0
43867,Salcia Tudor,0.0,0.0
43929,Scortaru Nou,0.0,2.0
43992,Silistea,0.0,2.0
44060,Stancuta,1.0,3.0
44113,Surdila-Gaiseanca,0.0,3.0
44140,Sutesti,2.0,3.0
44177,Tichilesti,7.0,6.0
44202,Traian,1.0,6.0
44257,Tudor Vladimirescu,0.0,4.0
44300,Tufesti,1.0,7.0
44328,Ulmu,1.0,3.0
44355,Unirea,0.0,3.0
44391,Vadeni,22.0,3.0
44435,Victoria,0.0,5.0
44462,Visani,1.0,2.0
44505,Viziru,0.0,5.0
44532,Zavoaia,1.0,3.0
44560,Cazasu,0.0,2.0
44818,Municipiul Buzau,978.0,556.0
44845,Municipiul Ramnicu Sarat,304.0,130.0
44863,Amaru,1.0,3.0
44934,Balta Alba,0.0,3.0
44989,Balaceanu,0.0,2.0
45003,Beceni,4.0,6.0
45101,Berca,3.0,23.0
45245,Bisoca,1.0,2.0
45334,Blajani,0.0,1.0
45361,Boldu,0.0,5.0
45389,Bozioru,1.0,0.0
45496,Bradeanu,0.0,2.0
45539,Braesti,0.0,1.0
45619,Breaza,1.0,2.0
45673,Buda,2.0,2.0
45753,Calvini,3.0,3.0
45815,C.a. Rosetti,0.0,1.0
45888,Canesti,1.0,3.0
45959,Catina,0.0,1.0
46019,Cernatesti,1.0,5.0
46108,Chiliile,1.0,0.0
46180,Chiojdu,0.0,6.0
46251,Cilibia,2.0,2.0
46313,Cislau,0.0,5.0
46377,Cochirleanca,1.0,7.0
46439,Colti,1.0,1.0
46484,Costesti,2.0,5.0
46554,Cozieni,1.0,2.0
46769,Galbinasi,1.0,5.0
46803,Gheraseni,0.0,5.0
46830,Ghergheasa,1.0,3.0
46867,Glodeanu Sarat,0.0,4.0
46910,Glodeanu-Silistea,0.0,5.0
47006,Grebanu,0.0,4.0
47079,Gura Teghii,0.0,2.0
47159,Largu,0.0,0.0
47186,Lopatari,0.0,5.0
47300,Luciu,1.0,3.0
47337,Magura,39.0,4.0
47373,Maracineni,0.0,8.0
47417,Margaritesti,1.0,1.0
47453,Merei,13.0,19.0
47578,Mihailesti,0.0,4.0
47630,Manzalesti,0.0,1.0
47774,Movila Banului,0.0,1.0
47818,Murgesti,1.0,1.0
47854,Naeni,1.0,1.0
47916,Oras Nehoiu,72.0,15.0
48021,Odaile,0.0,1.0
48138,Padina,0.0,5.0
48165,Pardosi,1.0,0.0
48227,Panatau,0.0,1.0
48325,Oras Patarlagele,0.0,31.0
48487,Pietroasele,1.0,4.0
48557,Parscov,1.0,10.0
48682,Podgoria,0.0,1.0
48744,Oras Pogoanele,4.0,10.0
48771,Posta Calnau,1.0,8.0
48842,Puiesti,0.0,7.0
48922,Racoviteni,1.0,1.0
48968,Ramnicelu,3.0,3.0
49019,Robeasca,1.0,1.0
49046,Rusetu,0.0,5.0
49073,Sageata,1.0,5.0
49153,Sahateni,0.0,3.0
49206,Sapoca,120.0,3.0
49233,Sarulesti,1.0,1.0
49313,Scortoasa,1.0,3.0
49439,Scutelnici,1.0,2.0
49484,Siriu,0.0,3.0
49545,Smeeni,27.0,6.0
49625,Stalpu,6.0,3.0
49643,Tisau,2.0,7.0
49769,Topliceni,1.0,3.0
49849,Tintesti,0.0,4.0
49894,Ulmeni,1.0,3.0
49956,Vadu Pasii,1.0,10.0
50022,Valea Ramnicului,1.0,6.0
50068,Valea Salciei,1.0,1.0
50102,Vernesti,1.0,12.0
50228,Vintila Voda,5.0,15.0
50326,Viperesti,2.0,2.0
50399,Valcelele,1.0,2.0
50415,Zarnesti,1.0,6.0
50479,Ziduri,0.0,4.0
50549,Unguriu,84.0,2.0
50564,Florica,1.0,1.0
50790,Municipiul Resita,763.0,219.0
50889,Oras Anina,12.0,8.0
50923,Oras Baile Herculane,12.0,13.0
50969,Oras Bocsa,12.0,29.0
50987,Ocna De Fier,0.0,1.0
51010,Municipiul Caransebes,227.0,76.0
51056,Oras Moldova Noua,63.0,23.0
51118,Oras Oravita,121.0,16.0
51207,Oras Otelu Rosu,58.0,45.0
51243,Armenis,0.0,1.0
51305,Bania,0.0,0.0
51332,Bautar,0.0,2.0
51387,Berliste,0.0,1.0
51449,Berzasca,0.0,1.0
51500,Berzovia,0.0,2.0
51546,Bolvasnita,0.0,1.0
51573,Bozovici,0.0,10.0
51626,Brebu,0.0,1.0
51662,Brebu Nou,0.0,0.0
51699,Buchin,0.0,1.0
51751,Bucosnita,0.0,1.0
51804,Carasova,0.0,1.0
51840,Carbunari,0.0,0.0
51877,Constantin Daicoviciu,0.0,2.0
51948,Ciclova Romana,0.0,2.0
51984,Ciuchici,0.0,0.0
52035,Ciudanovita,0.0,0.0
52062,Copacele,0.0,1.0
52115,Cornea,0.0,1.0
52160,Cornereva,0.0,1.0
52570,Dalboset,0.0,2.0
52650,Doclin,0.0,1.0
52696,Dognecea,0.0,1.0
52721,Domasnea,0.0,0.0
52758,Ezeris,0.0,1.0
52785,Farliug,0.0,1.0
52856,Forotic,0.0,1.0
52909,Garnic,0.0,0.0
52936,Glimboca,0.0,2.0
52954,Goruia,0.0,0.0
52990,Gradinari,0.0,3.0
53023,Iablanita,0.0,2.0
53069,Lapusnicel,0.0,1.0
53103,Lapusnicu Mare,0.0,1.0
53130,Luncavita,0.0,2.0
53167,Lupac,0.0,1.0
53210,Marga,0.0,0.0
53247,Maureni,0.0,1.0
53274,Mehadia,0.0,7.0
53327,Mehadica,0.0,0.0
53345,Naidas,0.0,1.0
53372,Obreja,0.0,1.0
53425,Paltinis,0.0,4.0
53489,Coronini,0.0,1.0
53513,Pojejena,0.0,1.0
53577,Prigor,0.0,1.0
53639,Ramna,0.0,1.0
53675,Racasdia,0.0,2.0
53700,Eftimie Murgu,0.0,2.0
53728,Rusca Montana,0.0,2.0
53755,Sacu,3.0,2.0
53791,Sasca Montana,0.0,1.0
53853,Sichevita,0.0,1.0
54056,Slatina-Timis,0.0,4.0
54109,Socol,0.0,1.0
54163,Sopotu Nou,0.0,2.0
54270,Teregova,0.0,2.0
54305,Ticvaniu Mare,0.0,1.0
54350,Tarnova,0.0,0.0
54387,Toplet,0.0,3.0
54412,Turnu Ruieni,0.0,3.0
54485,Valiug,0.0,1.0
54500,Varadia,0.0,1.0
54537,Vermes,0.0,1.0
54573,Vrani,0.0,0.0
54617,Zavoi,0.0,5.0
54699,Zorlentu Mare,0.0,1.0
54975,Municipiul Cluj-Napoca,0.0,0.0
55008,Municipiul Dej,0.0,0.0
55062,Cuzdrioara,0.0,0.0
55106,Jichisu De Jos,0.0,0.0
55160,Mica,0.0,0.0
55259,Municipiul Turda,0.0,0.0
55277,Mihai Viteazu,0.0,0.0
55311,Sandulesti,0.0,0.0
55357,Municipiul Campia Turzii,0.0,0.0
55384,Municipiul Gherla,0.0,0.0
55446,Oras Huedin,0.0,0.0
55473,Aghiresu,0.0,0.0
55598,Aiton,0.0,0.0
55623,Alunis,0.0,0.0
55687,Apahida,0.0,0.0
55776,Aschileu,0.0,0.0
55838,Baciu,0.0,0.0
55918,Baisoara,0.0,0.0
56014,Belis,0.0,0.0
56096,Bobalna,0.0,0.0
56210,Bontida,0.0,0.0
56265,Borsa,0.0,0.0
56327,Buza,0.0,0.0
56354,Caianu,0.0,0.0
56425,Calarasi,0.0,0.0
56461,Calatele,0.0,0.0
56522,Camarasu,0.0,0.0
56568,Capusu Mare,0.0,0.0
56666,Caseiu,0.0,0.0
56773,Catina,0.0,0.0
56844,Ceanu Mare,0.0,0.0
56988,Chinteni,0.0,0.0
57083,Chiuiesti,0.0,0.0
57163,Ciucea,0.0,0.0
57225,Ciurila,0.0,0.0
57314,Catcau,0.0,0.0
57350,Cojocna,0.0,0.0
57449,Cornesti,0.0,0.0
57546,Dabaca,0.0,0.0
57582,Feleacu,0.0,0.0
57644,Fizesu Gherlii,0.0,0.0
57706,Floresti,0.0,0.0
57742,Frata,0.0,0.0
57831,Geaca,0.0,0.0
57902,Gilau,0.0,0.0
57948,Garbau,0.0,0.0
58008,Iara,0.0,0.0
58142,Iclod,0.0,0.0
58204,Izvoru Crisului,0.0,0.0
58259,Jucu,0.0,0.0
58311,Luna,0.0,0.0
58357,Maguri-Racatau,0.0,0.0
58393,Manastireni,0.0,0.0
58464,Margau,0.0,0.0
58534,Marisel,0.0,0.0
58552,Mintiu Gherlii,0.0,0.0
58623,Mociu,0.0,0.0
58721,Moldovenesti,0.0,0.0
58794,Palatca,0.0,0.0
58856,Panticeu,0.0,0.0
58918,Petrestii De Jos,0.0,0.0
58990,Ploscos,0.0,0.0
59041,Poieni,0.0,0.0
59130,Recea-Cristur,0.0,0.0
59238,Risca,0.0,0.0
59283,Sacuieu,0.0,0.0
59327,Savadisla,0.0,0.0
59416,Sic,0.0,0.0
59434,Sancraiu,0.0,0.0
59498,Sanmartin,0.0,0.0
59586,Sanpaul,0.0,0.0
59657,Suatu,0.0,0.0
59693,Tritenii De Jos,0.0,0.0
59764,Tureni,0.0,0.0
59826,Taga,0.0,0.0
59880,Unguras,0.0,0.0
59942,Vad,0.0,0.0
60026,Valea Ierii,0.0,0.0
60062,Viisoara,0.0,0.0
60099,Vultureni,0.0,0.0
60169,Negreni,0.0,0.0
60419,Municipiul Constanta,1497.0,1570.0
60455,Oras Eforie,100.0,47.0
60482,Municipiul Mangalia,259.0,60.0
60507,Oras Navodari,26.0,29.0
60534,Oras Techirghiol,167.0,30.0
60570,Agigea,43.0,10.0
60598,23-Aug,0.0,7.0
60632,Limanu,0.0,6.0
60687,Oras Ovidiu,0.0,53.0
60721,Tuzla,0.0,11.0
60776,Oras Cernavoda,59.0,17.0
60801,Oras Harsova,47.0,15.0
60847,Municipiul Medgidia,176.0,52.0
60883,Adamclisi,0.0,4.0
60945,Albesti,0.0,1.0
61005,Aliman,0.0,2.0
61069,Oras Baneasa,0.0,4.0
61121,Castelu,0.0,7.0
61167,Cerchezu,0.0,1.0
61210,Chirnogeni,0.0,6.0
61256,Ciobanu,0.0,3.0
61283,Ciocarlia,0.0,1.0
61318,Cobadin,8.0,12.0
61372,Cogealac,1.0,16.0
61452,Comana,0.0,5.0
61513,Corbu,0.0,6.0
61559,Crucea,0.0,3.0
61620,Cumpana,9.0,14.0
61675,Deleni,1.0,1.0
61737,Dobromir,1.0,1.0
61808,Garliciu,0.0,0.0
61826,Ghindaresti,0.0,2.0
61871,Independenta,0.0,2.0
61951,Ion Corvin,0.0,2.0
62020,Istria,0.0,4.0
62057,Lipnita,1.0,1.0
62137,Mereni,0.0,1.0
62191,Mihail Kogalniceanu,0.0,21.0
62253,Mihai Viteazu,0.0,4.0
62280,Mircea Voda,0.0,3.0
62360,Oras Murfatlar,2.0,14.0
62397,Oras Negru Voda,20.0,6.0
62440,Nicolae Balcescu,0.0,5.0
62486,Oltina,0.0,1.0
62538,Ostrov,1.0,2.0
62609,Pantelimon,0.0,1.0
62672,Pecineaga,0.0,3.0
62707,Pestera,0.0,2.0
62761,Poarta Alba,43.0,5.0
62798,Rasova,0.0,2.0
62823,Saraiu,0.0,1.0
62878,Sacele,0.0,1.0
62903,Seimeni,0.0,0.0
62949,Silistea,0.0,2.0
62985,Targusor,0.0,1.0
63045,Topalu,0.0,1.0
63072,Topraisar,1.0,4.0
63125,Valu Lui Traian,0.0,20.0
63152,Lumina,0.0,21.0
63161,Dumbraveni,0.0,0.0
63170,Vulturu,0.0,1.0
63189,Tortoman,0.0,1.0
63198,Amzacea,0.0,3.0
63278,Horia,0.0,0.0
63286,Costinesti,0.0,8.0
63294,Baraganu,0.0,2.0
63300,Cuza Voda,0.0,2.0
63318,Saligny,0.0,0.0
63326,Gradina,0.0,0.0
63334,Fantanele,0.0,1.0
63394,Municipiul Sfantu Gheorghe,488.0,195.0
63447,Oras Baraolt,90.0,18.0
63526,Oras Covasna,180.0,32.0
63553,Comandau,0.0,1.0
63580,Oras Intorsura Buzaului,37.0,9.0
63633,Barcani,0.0,2.0
63688,Sita Buzaului,0.0,3.0
63740,Municipiul Targu Secuiesc,151.0,48.0
63777,Aita Mare,0.0,1.0
63802,Batani,0.0,4.0
63866,Belin,0.0,2.0
63893,Bodoc,0.0,2.0
63937,Borosneu Mare,0.0,2.0
64005,Brates,0.0,1.0
64041,Bradut,0.0,3.0
64096,Bretcu,0.0,3.0
64130,Catalina,0.0,4.0
64194,Cernat,0.0,3.0
64238,Chichis,0.0,2.0
64265,Dobarlau,0.0,1.0
64318,Ghelinta,0.0,2.0
64345,Ghidfalau,0.0,2.0
64390,Haghig,1.0,2.0
64425,Ilieni,0.0,3.0
64461,Lemnia,0.0,1.0
64504,Malnas,0.0,1.0
64568,Moacsa,0.0,1.0
64602,Ojdula,0.0,1.0
64639,Ozun,0.0,2.0
64719,Poian,0.0,2.0
64773,Reci,0.0,2.0
64826,Sanzieni,0.0,3.0
64871,Turia,0.0,3.0
64906,Valea Crisului,0.0,2.0
64942,Valcele,0.0,3.0
64997,Varghis,0.0,2.0
65011,Zagon,0.0,2.0
65048,Zabala,0.0,2.0
65099,Valea Mare,0.0,1.0
65105,Mereni,0.0,0.0
65113,Arcus,0.0,1.0
65121,Bixad,0.0,2.0
65139,Micfalau,0.0,1.0
65147,Dalnic,0.0,0.0
65154,Estelnic,0.0,2.0
65342,Municipiul Targoviste,1186.0,497.0
65379,Aninoasa,0.0,7.0
65413,Doicesti,0.0,4.0
65431,Razvad,0.0,10.0
65477,Sotanga,0.0,6.0
65501,Ulmi,0.0,3.0
65609,Oras Fieni,0.0,12.0
65645,Motaieni,0.0,2.0
65681,Oras Gaesti,96.0,44.0
65707,Gura Foii,0.0,3.0
65752,Petresti,0.0,4.0
65841,Municipiul Moreni,97.0,48.0
65869,Iedera,0.0,3.0
65921,Oras Pucioasa,152.0,32.0
66009,Branesti,0.0,10.0
66081,Oras Titu,8.0,24.0
66152,Branistea,0.0,5.0
66198,Baleni,0.0,7.0
66223,Barbuletu,0.0,4.0
66330,Bezdead,0.0,3.0
66401,Bilciuresti,0.0,1.0
66438,Buciumeni,0.0,3.0
66474,Bucsani,17.0,7.0
66526,Candesti,0.0,2.0
66580,Cobia,0.0,3.0
66697,Cojasca,0.0,3.0
66731,Comisani,0.0,9.0
66768,Contesti,0.0,6.0
66857,Corbii Mari,0.0,9.0
66955,Cornatelu,0.0,3.0
67014,Cornesti,0.0,11.0
67121,Costestii Din Vale,0.0,2.0
67167,Crangurile,0.0,2.0
67256,Darmanesti,0.0,6.0
67292,Dobra,0.0,4.0
67327,Dragodana,0.0,8.0
67407,Dragomiresti,0.0,9.0
67470,Finta,0.0,7.0
67522,Glodeni,0.0,2.0
67595,Gura Ocnitei,147.0,6.0
67648,Gura Sutii,0.0,3.0
67675,Hulubesti,0.0,3.0
67737,I. L. Caragiale,0.0,5.0
67773,Lucieni,0.0,3.0
67835,Ludesti,0.0,3.0
67906,Lunguletu,0.0,5.0
67942,Malu Cu Flori,0.0,2.0
68002,Manesti,0.0,5.0
68048,Matasaru,0.0,6.0
68128,Mogosani,0.0,4.0
68182,Moroeni,32.0,4.0
68253,Morteni,0.0,2.0
68280,Nucet,0.0,6.0
68324,Ocnita,0.0,4.0
68342,Odobesti,0.0,6.0
68404,Pietrosita,0.0,4.0
68431,Poiana,0.0,3.0
68468,Potlogi,0.0,8.0
68529,Produlesti,0.0,3.0
68565,Pucheni,0.0,2.0
68627,Oras Racari,10.0,8.0
68716,Runcu,0.0,3.0
68789,Salcioara,0.0,4.0
68887,Selaru,0.0,2.0
68921,Tatarani,0.0,6.0
68976,Uliesti,0.0,2.0
69063,Valea Lunga,0.0,3.0
69170,Valea Mare,0.0,2.0
69250,Vacaresti,0.0,5.0
69303,Valeni-Dambovita,0.0,3.0
69330,Visina,0.0,2.0
69394,Visinesti,0.0,2.0
69447,Varfuri,0.0,2.0
69526,Voinesti,7.0,12.0
69615,Vulcana-Bai,0.0,3.0
69900,Municipiul Craiova,2337.0,1900.0
69964,Bucovat,35.0,11.0
70094,Isalnita,2.0,12.0
70110,Podari,1.0,12.0
70174,Simnicu De Sus,0.0,7.0
70316,Municipiul Bailesti,84.0,52.0
70352,Municipiul Calafat,179.0,60.0
70414,Oras Filiasi,87.0,47.0
70502,Oras Segarcea,62.0,22.0
70520,Afumati,2.0,4.0
70566,Almaj,0.0,5.0
70637,Amarastii De Jos,10.0,17.0
70673,Amarastii De Sus,2.0,3.0
70726,Apele Vii,1.0,4.0
70744,Argetoaia,1.0,7.0
70879,Oras Bechet,21.0,14.0
70897,Bistret,1.0,3.0
70940,Barca,1.0,3.0
70968,Botosesti-Paia,1.0,2.0
70986,Brabova,6.0,2.0
71055,Bradesti,1.0,9.0
71126,Bralostita,1.0,4.0
71199,Bratovoesti,3.0,5.0
71260,Breasta,1.0,4.0
71340,Bulzesti,0.0,7.0
71457,Calopar,2.0,6.0
71518,Caraula,2.0,6.0
71536,Carpen,1.0,5.0
71572,Castranova,1.0,3.0
71607,Calarasi,1.0,4.0
71634,Celaru,1.0,7.0
71698,Cerat,0.0,4.0
71723,Cernatesti,1.0,3.0
71787,Cetate,15.0,5.0
71812,Cioroiasi,0.0,2.0
71858,Ciupercenii Noi,2.0,9.0
71885,Cosoveni,0.0,7.0
71910,Cotofenii Din Dos,1.0,4.0
71956,Daneti,1.0,13.0
72007,Oras Dabuleni,40.0,22.0
72034,Desa,1.0,4.0
72052,Diosti,29.0,5.0
72098,Dobresti,1.0,3.0
72150,Dragotesti,0.0,7.0
72221,Dranic,0.0,4.0
72276,Farcas,1.0,4.0
72383,Galicea Mare,1.0,9.0
72409,Ghercesti,0.0,3.0
72463,Gighera,0.0,3.0
72506,Giubega,1.0,3.0
72533,Giurgita,1.0,5.0
72579,Gangiova,2.0,5.0
72604,Gogosu,0.0,1.0
72640,Goicea,1.0,5.0
72677,Goiesti,0.0,4.0
72819,Grecesti,1.0,4.0
72882,Izvoare,0.0,2.0
72926,Leu,1.0,9.0
72953,Lipovu,0.0,4.0
72980,Macesu De Jos,1.0,2.0
73013,Macesu De Sus,0.0,3.0
73031,Maglavit,1.0,9.0
73068,Malu Mare,1.0,10.0
73102,Melinesti,22.0,8.0
73246,Mischii,0.0,5.0
73317,Marsani,1.0,6.0
73335,Motatei,1.0,7.0
73371,Murgasi,0.0,5.0
73460,Negoi,2.0,2.0
73503,Orodel,0.0,3.0
73567,Ostroveni,2.0,6.0
73594,Perisor,0.0,4.0
73629,Pielesti,1.0,16.0
73665,Piscu Vechi,2.0,7.0
73709,Plenita,13.0,15.0
73736,Poiana Mare,125.0,16.0
73772,Predesti,2.0,5.0
73852,Radovan,0.0,5.0
73905,Rast,2.0,7.0
73923,Robanesti,0.0,8.0
73996,Sadova,10.0,12.0
74028,Salcuta,0.0,1.0
74073,Scaesti,0.0,2.0
74108,Seaca De Camp,1.0,2.0
74135,Seaca De Padure,0.0,2.0
74171,Secu,1.0,2.0
74224,Silistea Crucii,1.0,2.0
74242,Sopot,1.0,3.0
74322,Teasc,0.0,7.0
74359,Terpezita,0.0,3.0
74411,Teslui,0.0,3.0
74509,Tuglui,0.0,9.0
74536,Unirea,1.0,4.0
74554,Urzicuta,2.0,6.0
74581,Valea Stanciului,1.0,11.0
74616,Vela,0.0,3.0
74705,Verbita,1.0,2.0
74732,Vartop,1.0,2.0
74750,Varvoru De Jos,1.0,5.0
74842,Catane,0.0,3.0
74859,Carcea,0.0,6.0
74867,Carna,0.0,2.0
74875,Cotofenii Din Fata,1.0,4.0
74883,Dobrotesti,1.0,4.0
74891,Galiciuica,0.0,1.0
74907,Ghidici,1.0,3.0
74915,Ghindeni,0.0,3.0
74923,Intorsura,0.0,1.0
74931,Plesoi,0.0,1.0
74949,Rojiste,0.0,2.0
74956,Talpas,0.0,2.0
75098,Municipiul Galati,2050.0,696.0
75114,Sendreni,0.0,3.0
75150,Vanatori,0.0,4.0
75203,Municipiul Tecuci,210.0,76.0
75221,Draganesti,1.0,5.0
75258,Munteni,14.0,5.0
75338,Oras Beresti,0.0,2.0
75356,Beresti-Meria,1.0,2.0
75472,Oras Targu Bujor,46.0,5.0
75515,Barcea,0.0,5.0
75542,Balabanesti,1.0,2.0
75613,Balasesti,0.0,2.0
75668,Baleni,0.0,2.0
75686,Baneasa,0.0,2.0
75711,Branistea,0.0,2.0
75766,Brahasesti,2.0,4.0
75819,Buciumeni,0.0,2.0
75864,Cavadinesti,8.0,0.0
75917,Certesti,0.0,2.0
75953,Corod,3.0,5.0
76004,Corni,0.0,1.0
76040,Cosmesti,1.0,7.0
76111,Costache Negri,0.0,2.0
76139,Cuca,1.0,2.0
76157,Cudalbi,0.0,5.0
76175,Draguseni,0.0,4.0
76255,Fartanesti,0.0,4.0
76282,Foltesti,0.0,2.0
76317,Frumusita,0.0,5.0
76353,Fundeni,0.0,4.0
76406,Ghidigeni,1.0,4.0
76497,Gohor,0.0,1.0
76558,Grivita,0.0,3.0
76585,Independenta,0.0,5.0
76601,Ivesti,8.0,7.0
76638,Jorasti,0.0,1.0
76674,Liesti,0.0,8.0
76692,Matca,1.0,7.0
76718,Mastacani,1.0,4.0
76745,Movileni,0.0,4.0
76763,Namoloasa,0.0,2.0
76807,Nicoresti,0.0,3.0
76932,Oancea,0.0,2.0
76969,Pechea,7.0,8.0
76996,Piscu,0.0,4.0
77028,Priponesti,0.0,2.0
77082,Rediu,0.0,2.0
77126,Scanteiesti,0.0,2.0
77153,Schela,3.0,2.0
77180,Slobozia Conachi,0.0,5.0
77224,Smardan,0.0,4.0
77260,Smulti,0.0,1.0
77288,Suceveni,0.0,2.0
77313,Tudor Vladimirescu,0.0,4.0
77331,Tulucesti,0.0,4.0
77377,Tepu,0.0,2.0
77402,Umbraresti,0.0,3.0
77475,Valea Marului,0.0,2.0
77509,Varlezi,0.0,2.0
77536,Vladesti,0.0,2.0
77561,Radesti,0.0,1.0
77579,Negrilesti,0.0,1.0
77587,Poiana,0.0,2.0
77595,Cuza Voda,0.0,2.0
77601,Suhurlui,0.0,0.0
77812,Municipiul Targu Jiu,732.0,363.0
77910,Balesti,0.0,5.0
78016,Dragutesti,2.0,3.0
78089,Turcinesti,0.0,3.0
78141,Municipiul Motru,105.0,18.0
78258,Oras Novaci,75.0,8.0
78329,Oras Targu Carbunesti,202.0,7.0
