Siruta,Localitate,PersonalMediu_public,PersonalMediu_privat
148694,Fratautii Vechi,0.0,3.0
148729,Frumosu,1.0,4.0
148765,Fundu Moldovei,8.0,4.0
148872,Galanesti,1.0,3.0
148916,Gramesti,1.0,3.0
148970,Granicesti,0.0,6.0
149049,Horodniceni,1.0,3.0
149101,Horodnic De Jos,0.0,2.0
149138,Iacobeni,0.0,4.0
149183,Izvoarele Sucevei,1.0,1.0
149227,Oras Liteni,0.0,5.0
149290,Marginea,0.0,8.0
149316,Malini,6.0,12.0
149370,Manastirea Humorului,1.0,3.0
149414,Moara,1.0,6.0
149502,Moldova-Sulita,0.0,2.0
149539,Moldovita,0.0,4.0
149584,Musenita,0.0,1.0
149655,Ostra,0.0,5.0
149682,Panaci,1.0,4.0
149753,Paltinoasa,1.0,6.0
149780,Partestii De Jos,1.0,4.0
149833,Patrauti,0.0,5.0
149851,Poiana Stampei,1.0,1.0
149931,Pojorata,15.0,3.0
149968,Preutesti,0.0,4.0
150043,Putna,2.0,5.0
150070,Radaseni,0.0,2.0
150114,Rasca,0.0,6.0
150178,Sadova,0.0,3.0
150196,Satu Mare,0.0,3.0
150221,Siminicea,0.0,4.0
150258,Slatina,0.0,3.0
150294,Straja,1.0,9.0
150310,Stroiesti,0.0,3.0
150356,Stulpicani,1.0,4.0
150418,Sucevita,0.0,7.0
150445,Saru Dornei,0.0,4.0
150524,Todiresti,57.0,8.0
150588,Udesti,0.0,7.0
150702,Ulma,1.0,1.0
150766,Vadu Moldovei,9.0,10.0
150891,Valea Moldovei,1.0,3.0
150935,Vama,0.0,10.0
150980,Vatra Moldovitei,0.0,6.0
151022,Veresti,0.0,10.0
151077,Vicovu De Jos,1.0,7.0
151095,Oras Vicovu De Sus,0.0,15.0
151120,Volovat,0.0,5.0
151157,Vulturesti,0.0,6.0
151246,Zamostea,1.0,5.0
151344,Zvoristea,22.0,7.0
151433,Comanesti,1.0,2.0
151442,Iaslovat,1.0,2.0
151451,Ciocanesti,1.0,3.0
151460,Serbauti,1.0,2.0
151479,Horodnic De Sus,0.0,3.0
151488,Fantana Mare,0.0,1.0
151497,Cosna,0.0,1.0
151503,Capu Campului,0.0,3.0
151512,Hantesti,0.0,12.0
151521,Burla,0.0,2.0
151530,Balaceana,1.0,3.0
151549,Hartop,0.0,3.0
151558,Voitinel,1.0,3.0
151567,Ciprian Porumbescu,1.0,6.0
151576,Berchisesti,1.0,1.0
151585,Poieni-Solca,0.0,1.0
151683,Municipiul Turnu Magurele,145.0,71.0
151709,Ciuperceni,1.0,2.0
151736,Islaz,1.0,4.0
151763,Lita,0.0,2.0
151790,Municipiul Alexandria,607.0,234.0
151816,Nanov,0.0,3.0
151834,Poroschia,51.0,3.0
151870,Municipiul Rosiori De Vede,223.0,66.0
151905,Oras Videle,124.0,45.0
151932,Crevenicu,1.0,1.0
151978,Oras Zimnicea,66.0,31.0
151996,Balaci,13.0,1.0
152038,Babaita,0.0,4.0
152083,Blejesti,0.0,2.0
152127,Bogdana,0.0,2.0
152172,Botoroaga,1.0,5.0
152234,Bragadiru,1.0,5.0
152252,Branceni,0.0,3.0
152270,Bujoreni,0.0,0.0
152314,Bujoru,0.0,2.0
152332,Buzescu,1.0,3.0
152350,Calinesti,0.0,6.0
152412,Calmatuiu,0.0,3.0
152467,Calmatuiu De Sus,0.0,3.0
152500,Cervenia,6.0,3.0
152528,Ciolanesti,0.0,3.0
152564,Contesti,1.0,3.0
152582,Cosmesti,0.0,2.0
152617,Crangeni,0.0,3.0
152662,Crangu,0.0,2.0
152724,Didesti,0.0,1.0
152760,Dobrotesti,0.0,5.0
152797,Dracsenei,1.0,2.0
152868,Draganesti De Vede,0.0,1.0
152902,Draganesti-Vlasca,0.0,6.0
152948,Furculesti,6.0,3.0
152993,Frumoasa,1.0,2.0
153026,Galateni,0.0,3.0
153062,Gratia,1.0,3.0
153106,Izvoarele,0.0,3.0
153124,Lisa,0.0,2.0
153151,Lunca,1.0,3.0
153204,Mavrodin,0.0,5.0
153240,Magura,1.0,3.0
153277,Maldaeni,1.0,2.0
153295,Mereni,0.0,2.0
153339,Marzanesti,0.0,1.0
153384,Mosteni,0.0,2.0
153400,Nasturelu,1.0,2.0
153437,Necsesti,1.0,2.0
153473,Olteni,9.0,4.0
153507,Orbeasca,1.0,9.0
153543,Peretu,0.0,7.0
153561,Piatra,1.0,4.0
153589,Pietrosani,0.0,4.0
153605,Plosca,1.0,4.0
153623,Plopii-Slavitesti,1.0,2.0
153696,Poeni,1.0,6.0
153776,Vitanesti,1.0,2.0
153829,Putineiu,1.0,1.0
153865,Radoiesti,1.0,2.0
153909,Rasmiresti,0.0,2.0
153936,Salcia,0.0,2.0
153972,Saceni,0.0,2.0
154013,Scrioastea,1.0,3.0
154068,Scurtu Mare,0.0,2.0
154139,Seaca,0.0,2.0
154166,Sfintesti,0.0,1.0
154184,Segarcea-Vale,1.0,1.0
154228,Silistea,0.0,2.0
154282,Silistea-Gumesti,0.0,1.0
154308,Sarbeni,0.0,2.0
154344,Slobozia Mandra,1.0,3.0
154380,Smardioasa,0.0,3.0
154415,Stejaru,1.0,1.0
154460,Suhaia,1.0,3.0
154497,Storobaneasa,0.0,3.0
154521,Talpa,1.0,2.0
154585,Tatarastii De Jos,0.0,3.0
154665,Tatarastii De Sus,1.0,4.0
154709,Toporu,0.0,1.0
154736,Traian,1.0,2.0
154754,Trivalea-Mosteni,1.0,4.0
154790,Troianul,1.0,3.0
154834,Tiganesti,1.0,6.0
154852,Vedea,1.0,1.0
154914,Viisoara,0.0,2.0
154932,Vartoape,0.0,3.0
154978,Zambreasca,0.0,1.0
154996,Nenciulesti,0.0,1.0
155083,Beciu,1.0,1.0
155092,Beuca,1.0,1.0
155109,Dracea,0.0,0.0
155118,Fantanele,0.0,1.0
155127,Frasinet,0.0,1.0
155136,Purani,0.0,1.0
155145,Saelele,1.0,1.0
155154,Uda-Clocociov,0.0,0.0
155243,Municipiul Timisoara,2471.0,1896.0
155261,Dumbravita,0.0,12.0
155289,Ghiroda,0.0,10.0
155314,Giroc,0.0,18.0
155350,Municipiul Lugoj,268.0,126.0
155403,Oras Buzias,21.0,16.0
155458,Oras Deta,43.0,11.0
155494,Oras Jimbolia,65.0,15.0
155528,Oras Sannicolau Mare,58.0,30.0
155546,Balint,0.0,3.0
155591,Banloc,0.0,4.0
155662,Bara,0.0,0.0
155724,Beba Veche,0.0,0.0
155760,Becicherecu Mic,0.0,12.0
155797,Belint,0.0,4.0
155840,Bethausen,0.0,3.0
155911,Biled,0.0,3.0
155957,Barna,0.0,2.0
156035,Bogda,0.0,2.0
156106,Boldur,0.0,3.0
156151,Brestovat,0.0,2.0
156213,Carpinis,0.0,7.0
156259,Cenad,0.0,3.0
156277,Cenei,0.0,6.0
156311,Cheveresu Mare,0.0,2.0
156357,Oras Ciacova,23.0,27.0
156437,Comlosu Mare,3.0,7.0
156473,Costeiu,0.0,4.0
156534,Criciova,0.0,2.0
156589,Curtea,1.0,1.0
156623,Darova,0.0,3.0
156669,Denta,0.0,2.0
156712,Dudestii Vechi,0.0,5.0
156767,Dumbrava,0.0,2.0
156801,Oras Faget,58.0,14.0
156927,Fardea,0.0,3.0
157004,Foeni,0.0,6.0
157031,Gavojdia,43.0,3.0
157086,Oras Gataia,77.0,9.0
157193,Ghizela,0.0,1.0
157246,Giarmata,0.0,9.0
157273,Giera,0.0,2.0
157317,Giulvaz,0.0,2.0
157362,Jamu Mare,2.0,4.0
157424,Jebel,63.0,8.0
157451,Lenauheim,0.0,6.0
157497,Liebling,0.0,5.0
157530,Lovrin,0.0,5.0
157585,Margina,1.0,2.0
157683,Masloc,0.0,10.0
157736,Manastiur,0.0,1.0
157781,Moravita,0.0,3.0
157834,Mosnita Noua,0.0,8.0
157898,Nadrag,0.0,4.0
157923,Nitchidorf,0.0,3.0
157969,Ohaba Lunga,1.0,0.0
158010,Ortisoara,0.0,11.0
158065,Peciu Nou,0.0,7.0
158109,Periam,4.0,7.0
158136,Pietroasa,0.0,1.0
158181,Pischia,0.0,7.0
158243,Racovita,0.0,3.0
158314,Oras Recas,47.0,11.0
158396,Remetea Mare,0.0,7.0
158449,Sacosu Turcesc,0.0,5.0
158528,Satchinez,0.0,7.0
158564,Sacalaz,0.0,8.0
158608,Secas,0.0,0.0
158653,Sanandrei,0.0,11.0
158699,Sanmihaiu Roman,0.0,9.0
158733,Sanpetru Mare,0.0,7.0
158779,Sag,0.0,5.0
158804,Stiuca,0.0,1.0
158859,Teremia Mare,0.0,4.0
158895,Tomesti,0.0,4.0
158966,Topolovatu Mare,0.0,4.0
159035,Tormac,0.0,6.0
159071,Traian Vuia,0.0,2.0
159142,Uivar,0.0,3.0
159213,Varias,4.0,7.0
159259,Victor Vlad Delamarina,0.0,2.0
159339,Voiteg,0.0,2.0
159366,Birda,0.0,4.0
159375,Checea,0.0,2.0
159384,Dudestii Noi,0.0,3.0
159393,Fibis,0.0,2.0
159400,Ghilad,0.0,2.0
159419,Gottlob,0.0,2.0
159428,Iecea Mare,0.0,3.0
159437,Parta,0.0,2.0
159446,Padureni,0.0,3.0
159455,Saravale,0.0,4.0
159464,Sandra,0.0,8.0
159473,Tomnatic,0.0,4.0
159482,Valcani,0.0,1.0
159491,Livezile,0.0,2.0
159507,Pesac,0.0,1.0
159516,Bucovat,0.0,1.0
159525,Otelec,0.0,0.0
159614,Municipiul Tulcea,705.0,369.0
159650,Oras Babadag,37.0,3.0
159687,Oras Isaccea,11.0,1.0
159730,Oras Macin,56.0,4.0
159767,Oras Sulina,2.0,2.0
159785,Baia,1.0,3.0
159847,Beidaud,0.0,3.0
159883,C.a. Rosetti,0.0,3.0
159945,Carcaliu,2.0,2.0
159963,Casimcea,0.0,3.0
160047,Ceatalchioi,1.0,0.0
160092,Ceamurlia De Jos,0.0,3.0
160127,Cerna,2.0,4.0
160172,Chilia Veche,0.0,3.0
160225,Ciucurova,1.0,2.0
160261,Crisan,2.0,0.0
160305,Daeni,1.0,3.0
160323,Dorobantu,1.0,2.0
160387,Frecatei,0.0,5.0
160430,Greci,2.0,4.0
160458,Grindu,1.0,1.0
160476,Hamcearca,0.0,2.0
160528,Horia,7.0,3.0
160564,Izvoarele,0.0,3.0
160617,Jijila,2.0,3.0
160644,Jurilovca,0.0,9.0
160680,Luncavita,2.0,4.0
160724,Mahmudia,1.0,5.0
160779,Maliuc,2.0,0.0
160831,Mihai Bravu,0.0,1.0
160877,Mihail Kogalniceanu,1.0,4.0
160911,Murighiol,0.0,6.0
160993,Nalbant,0.0,3.0
161035,Niculitel,1.0,4.0
161053,Nufaru,1.0,4.0
161106,Ostrov,0.0,2.0
161133,Pardina,0.0,1.0
161151,Peceneaga,1.0,1.0
161179,Sarichioi,8.0,5.0
161231,Sfantu Gheorghe,1.0,3.0
161259,Slava Cercheza,0.0,3.0
161286,Smardan,1.0,1.0
161302,Somova,0.0,6.0
161348,Stejaru,0.0,1.0
161384,Topolog,3.0,4.0
161464,Turcoaia,2.0,1.0
161482,Valea Nucarilor,1.0,3.0
161525,I.c.bratianu,0.0,1.0
161543,Vacareni,0.0,2.0
161552,Bestepe,1.0,3.0
161561,Valea Teilor,1.0,2.0
161794,Municipiul Barlad,524.0,201.0
161829,Municipiul Husi,200.0,59.0
161856,Oras Negresti,14.0,18.0
161945,Municipiul Vaslui,686.0,189.0
162014,Albesti,0.0,1.0
162069,Alexandru Vlahuta,1.0,3.0
162149,Arsura,1.0,1.0
162194,Banca,1.0,4.0
162327,Bacani,1.0,3.0
162381,Bacesti,22.0,1.0
162452,Balteni,1.0,1.0
162498,Berezeni,1.0,2.0
162559,Blagesti,1.0,2.0
162595,Bogdana,1.0,1.0
162693,Bogdanesti,0.0,1.0
162791,Bogdanita,1.0,1.0
162871,Botesti,0.0,1.0
162924,Bunesti-Averesti,1.0,1.0
163002,Codaesti,13.0,4.0
163057,Coroiesti,0.0,1.0
163137,Costesti,0.0,3.0
163208,Cretesti,0.0,2.0
163253,Danesti,0.0,1.0
163324,Deleni,1.0,0.0
163379,Delesti,0.0,1.0
163486,Dragomiresti,4.0,4.0
163618,Dranceni,6.0,4.0
163681,Duda-Epureni,0.0,2.0
163734,Dumesti,0.0,2.0
163789,Epureni,0.0,2.0
163832,Falciu,11.0,4.0
163903,Gagesti,5.0,1.0
163967,Gherghesti,0.0,2.0
164062,Garceni,0.0,0.0
164133,Grivita,1.0,2.0
164197,Hoceni,1.0,1.0
164277,Dimitrie Cantemir,1.0,2.0
164339,Iana,1.0,2.0
164393,Ivanesti,0.0,4.0
164543,Ivesti,1.0,0.0
164598,Laza,0.0,3.0
164687,Lipovat,3.0,4.0
164749,Lunca Banului,1.0,2.0
164829,Malusteni,1.0,1.0
164892,Miclesti,0.0,1.0
164936,Muntenii De Jos,0.0,1.0
164981,Oras Murgeni,28.0,6.0
165069,Oltenesti,0.0,2.0
165130,Osesti,1.0,3.0
165185,Padureni,0.0,2.0
165274,Perieni,1.0,2.0
165336,Poienesti,1.0,3.0
165416,Pogana,6.0,2.0
165470,Puiesti,4.0,4.0
165611,Pungesti,1.0,2.0
165719,Rebricea,1.0,3.0
165817,Rosiesti,0.0,2.0
165899,Solesti,0.0,4.0
165979,Stanilesti,0.0,3.0
166057,Stefan Cel Mare,3.0,2.0
166137,Suletea,1.0,2.0
166182,Tanacu,1.0,3.0
166235,Tacuta,0.0,2.0
166315,Tatarani,0.0,1.0
166413,Todiresti,0.0,4.0
166529,Tutova,5.0,4.0
166636,Valeni,0.0,3.0
166672,Vetrisoaia,1.0,2.0
166707,Viisoara,1.0,2.0
166770,Vinderei,0.0,2.0
166869,Voinesti,1.0,3.0
166985,Vulturesti,4.0,1.0
167035,Vutcani,11.0,2.0
167071,Zapodeni,0.0,3.0
167179,Zorleni,1.0,6.0
167222,Ibanesti,0.0,0.0
167231,Fruntiseni,0.0,2.0
167240,Rafaila,1.0,1.0
167259,Pogonesti,1.0,1.0
167268,Ciocani,1.0,0.0
167277,Cozmesti,1.0,1.0
167286,Dodesti,1.0,0.0
167295,Feresti,1.0,2.0
167302,Muntenii De Sus,1.0,2.0
167311,Pochidia,1.0,0.0
167320,Puscasi,1.0,2.0
167473,Municipiul Ramnicu Valcea,1119.0,251.0
167641,Oras Baile Govora,0.0,27.0
167696,Oras Baile Olanesti,0.0,70.0
167794,Oras Brezoi,35.0,9.0
167909,Oras Calimanesti,24.0,46.0
167981,Municipiul Dragasani,108.0,84.0
168041,Oras Horezu,10.0,16.0
168130,Oras Ocnele Mari,0.0,5.0
168229,Alunu,0.0,3.0
168309,Amarasti,0.0,4.0
168372,Oras Babeni,0.0,10.0
168452,Oras Balcesti,2.0,12.0
168559,Barbatesti,0.0,10.0
168602,Oras Berbesti,0.0,10.0
168675,Berislavesti,0.0,3.0
168755,Boisoara,0.0,0.0
168791,Budesti,0.0,5.0
168880,Bujoreni,0.0,5.0
168960,Bunesti,0.0,1.0
169039,Cernisoara,0.0,5.0
169119,Caineni,0.0,2.0
169182,Copaceni,0.0,2.0
169253,Costesti,0.0,5.0
169306,Creteni,0.0,2.0
169351,Daesti,0.0,3.0
169404,Danicei,0.0,3.0
169547,Dragoesti,42.0,11.0
169583,Fauresti,0.0,2.0
169681,Fartatesti,0.0,3.0
169896,Francesti,0.0,4.0
169994,Galicea,0.0,3.0
170097,Ghioroiu,0.0,0.0
170168,Glavile,0.0,4.0
170220,Golesti,0.0,2.0
170346,Gradistea,0.0,7.0
170444,Gusoeni,0.0,0.0
170514,Ionesti,0.0,7.0
170612,Lalosu,0.0,3.0
170685,Ladesti,32.0,3.0
170792,Lapusata,0.0,3.0
170872,Livezi,0.0,4.0
170952,Lungesti,0.0,4.0
171021,Malaia,0.0,2.0
171067,Mateesti,0.0,3.0
171101,Maciuca,0.0,3.0
171209,Madulari,0.0,2.0
171272,Maldaresti,0.0,2.0
171325,Mihaesti,82.0,6.0
171469,Milcoiu,0.0,2.0
171539,Muereasca,0.0,3.0
171628,Nicolae Balcescu,0.0,8.0
171806,Olanu,0.0,5.0
171879,Orlesti,0.0,4.0
171931,Otesani,0.0,6.0
171995,Pausesti,0.0,4.0
172082,Pausesti-Maglasi,0.0,3.0
172153,Perisani,0.0,2.0
172279,Pesceana,0.0,2.0
172340,Pietrari,0.0,4.0
172377,Popesti,0.0,3.0
172457,Prundeni,0.0,4.0
172509,Racovita,0.0,2.0
172581,Roesti,0.0,4.0
172698,Rosiile,0.0,3.0
172812,Runcu,0.0,4.0
172894,Salatrucel,0.0,4.0
172947,Scundu,0.0,2.0
172992,Sinesti,10.0,4.0
173061,Slatioara,0.0,4.0
173132,Stanesti,0.0,0.0
173230,Stoenesti,0.0,4.0
173374,Stoilesti,0.0,6.0
173533,Stroesti,0.0,5.0
173597,Sutesti,0.0,2.0
173686,Sirineasa,0.0,4.0
173748,Stefanesti,0.0,4.0
173793,Susani,0.0,3.0
173855,Tetoiu,0.0,4.0
173935,Tomsani,0.0,4.0
174021,Vaideeni,0.0,4.0
174085,Valea Mare,0.0,2.0
174156,Vladesti,0.0,3.0
174218,Voicesti,0.0,2.0
174254,Voineasa,0.0,0.0
174290,Zatreni,0.0,6.0
174496,Titesti,0.0,2.0
174502,Diculesti,0.0,1.0
174511,Lacusteni,0.0,0.0
174520,Mitrofani,0.0,1.0
174744,Municipiul Focsani,1092.0,280.0
174780,Campineanca,0.0,4.0
174824,Golesti,0.0,2.0
174860,Municipiul Adjud,112.0,41.0
174922,Oras Marasesti,6.0,5.0
175019,Oras Odobesti,4.0,11.0
175055,Oras Panciu,49.0,20.0
175126,Andreiasu De Jos,0.0,1.0
175206,Balesti,0.0,1.0
175224,Barsesti,0.0,2.0
175260,Boghesti,0.0,0.0
175368,Bolotesti,0.0,3.0
175439,Bordesti,0.0,1.0
175466,Brosteni,0.0,3.0
175509,Chiojdeni,0.0,1.0
175590,Ciorasti,0.0,3.0
175670,Campuri,0.0,4.0
175732,Carligele,0.0,5.0
175787,Corbita,0.0,1.0
175885,Cotesti,0.0,5.0
175938,Dumbraveni,54.0,3.0
175983,Dumitresti,4.0,4.0
176150,Fitionesti,0.0,3.0
176212,Garoafa,0.0,4.0
176301,Gugesti,0.0,5.0
176338,Gura Calitei,0.0,2.0
176445,Homocea,0.0,7.0
176506,Jaristea,1.0,3.0
176551,Jitia,0.0,2.0
176613,Maicanesti,3.0,2.0
176686,Mera,0.0,1.0
176748,Milcovul,0.0,6.0
176793,Movilita,0.0,2.0
176855,Nanesti,0.0,1.0
176891,Naruja,0.0,1.0
176944,Nereju,0.0,2.0
177003,Nistoresti,0.0,1.0
177101,Paltin,0.0,2.0
177236,Paunesti,0.0,3.0
177263,Poiana Cristei,0.0,2.0
177352,Pufesti,0.0,4.0
177405,Racoasa,0.0,2.0
177469,Reghiu,0.0,0.0
177557,Ruginesti,0.0,5.0
177600,Sihlea,0.0,2.0
177655,Slobozia Bradului,0.0,2.0
177726,Slobozia Ciorasti,0.0,0.0
177762,Soveja,0.0,2.0
177799,Straoane,0.0,1.0
177842,Suraia,0.0,4.0
177879,Tanasoaia,0.0,1.0
177986,Tataranu,0.0,3.0
178046,Tamboesti,0.0,3.0
178117,Tulnici,0.0,2.0
178180,Tifesti,0.0,3.0
178279,Urechesti,0.0,2.0
178313,Valea Sarii,0.0,0.0
178377,Vidra,64.0,6.0
178475,Vintileasca,0.0,0.0
178545,Vizantea-Livezi,0.0,1.0
178607,Vanatori,0.0,6.0
178689,Vartescoiu,0.0,2.0
178750,Vrancioaia,0.0,5.0
178821,Vulturu,0.0,9.0
178885,Negrilesti,0.0,0.0
178894,Ploscuteni,0.0,2.0
178901,Popesti,0.0,3.0
178910,Paulesti,0.0,0.0
178929,Biliesti,0.0,2.0
178938,Gologanu,0.0,1.0
178947,Obrejita,0.0,1.0
178956,Rastoaca,0.0,2.0
178965,Spulber,0.0,0.0
179132,Municipiul Bucuresti,14702.0,6080.0
179221,Oras Bragadiru,8.0,33.0
179249,Chiajna,1.0,14.0
179285,Oras Chitila,7.0,8.0
179310,Dobroesti,1.0,6.0
179347,Glina,1.0,4.0
179383,Jilava,22.0,9.0
179409,Oras Magurele,7.0,8.0
179463,Mogosoaia,1.0,4.0
179481,Oras Otopeni,178.0,66.0
179515,Oras Pantelimon,9.0,11.0
179533,Oras Popesti Leordeni,14.0,30.0
179551,Oras Voluntari,35.0,75.0
179588,Copaceni,1.0,4.0
179604,Poienile Izei,1.0,0.0
179613,Sieu,0.0,2.0
179622,Grosii Tiblesului,0.0,2.0
179631,Treznea,0.0,0.0
179640,Vulcana-Pandele,0.0,2.0
179659,Negrilesti,0.0,1.0
179677,Camin,0.0,0.0
179686,Dumitrita,2.0,2.0
179695,Simisna,1.0,1.0
179702,Traian,2.0,2.0
179711,Vladeni,0.0,2.0
179720,Poiana Ilvei,0.0,1.0
179739,Malu,0.0,3.0
179748,Cosoba,0.0,2.0
179757,Herasti,2.0,0.0
179766,Isvoarele,0.0,2.0
179775,Sabareni,0.0,4.0
179784,Boranesti,0.0,0.0
179793,Buesti,0.0,1.0
179800,Maia,0.0,4.0
179819,Ograda,0.0,3.0
179828,Rosiori,0.0,2.0
179837,Coas,0.0,1.0
179846,Coltau,0.0,8.0
179855,Gardani,0.0,1.0
179864,Oncesti,0.0,1.0
179873,Agris,0.0,0.0
179882,Ciumesti,0.0,0.0
179891,Raciu,0.0,3.0
179908,Pietrari,0.0,2.0
179917,Rau Alb,0.0,2.0
179926,Rascaeti,0.0,2.0
179935,Persinari,0.0,3.0
179944,Runcu Salvei,0.0,0.0
179953,Ciceu- Mihaiesti,0.0,0.0
179962,Galbinasi,0.0,0.0
179971,Colelia,0.0,0.0
179980,Marculesti,0.0,1.0
179999,Moldoveni,0.0,2.0
180000,Platonesti,1.0,3.0
180019,Sarateni,0.0,1.0
180028,Porumbesti,0.0,0.0
180037,Boghis,5.0,2.0
180046,Gura Ialomitei,0.0,2.0
180055,Crivat,0.0,2.0
180064,Barbulesti,1.0,0.0
180091,Racsa,0.0,0.0
