Code,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
ALB,2.25392529017399,-0.6682783202545739,-0.23899326257715997,-0.512861256283618,1.5434756661231344,1.3594990728860508,0.3608310537059799,-1.116279186360731,-0.8618641550048333,0.13529144295124756,-0.2668846000218634,-0.08730095190724756
AUT,0.5383925979639065,0.9105580170404027,-0.020190616936257753,-0.06688375281506195,-0.6706765914525918,0.37154795590684286,-0.813255950060983,0.2185915605276314,0.5889874785967759,0.6944627347173811,0.3033316679442132,0.0441127322008238
BLR,-1.0998610915132703,-2.029623218580975,0.7146097176164966,-1.557580417333294,-0.6924305573559811,0.5230593686860829,0.20336345403696074,0.34046506394546344,0.05147056320053091,0.21352228783948182,-0.030574259074409922,0.036365922127401314
BEL,-0.41609257723803084,2.3438177486222616,-0.044275217614962586,-0.37715233876244747,0.3642207008870286,-0.5154460092267164,-0.010365460795528518,0.08316245197430468,0.020288187185585126,-0.013197299035253357,0.021423934897422336,0.03172092994289725
BIH,0.3111331044315714,-2.9893191647015405,-2.971073521661378,0.25528438829657196,0.7365187390082875,-1.5462910087519837,0.16377955467655533,0.6079262712875948,0.9303468230485252,-0.27343367970790633,-0.24001131817073157,0.007810472186304083
BGR,2.1866183455766763,-0.7208244747906208,-0.712818502862936,-0.1745571830038486,0.27956677210158243,0.8094045138487833,-0.15953892734964675,0.1726266428389439,-0.4015712160466524,-0.35877489277979085,0.5797764743727599,0.04161787952836036
HRV,0.17307617456172877,-1.877793263334936,-1.5189923021222749,-0.5127073119140331,0.17642969067631212,-0.3168985745801725,0.20144494014965275,0.5176364151678743,0.6125891957644904,0.06884035612593348,-0.20916020550691627,-0.02655746176342793
CZE,-0.7372236210835569,0.22408216444442444,-0.9588610341979957,0.29000391718744506,-1.4778089127660654,-0.12905762161539824,-0.8610718539826647,-0.2569200556643258,-0.11044866290183572,-0.1503763725328672,-0.2457136761881906,0.043664714874307266
CYP,6.2456340901013885,-0.02624090177981098,1.606059878483339,1.4067879541990613,-0.5646545548062021,0.5695851025465664,0.22192745346817205,-0.2393670008486264,0.3288795151221699,0.39089775106896013,-0.6808096476963544,0.02836362142587002
DNK,-2.3884816331998033,1.9096439873988027,-0.7738936298048757,1.0128810495499103,-0.37649528488533623,1.0291420948404342,0.6316869573460904,0.022841258567370022,0.37733001094690166,-0.09531118085902016,-0.10091865954177717,0.05785136628354541
GBR,-1.3944199534111192,2.3142928761978494,-0.07813586253687477,-0.5814974677579812,0.746482072285879,-0.6734935623754056,0.42162483436606807,-0.3475616273741295,0.014173620272417625,0.13274653020630953,-0.37563826933362554,0.05671726753977941
EST,-1.363674643678787,-1.5938686662015833,2.36248423158171,1.182518796708825,0.06374859032246252,-0.6940328973367529,0.047890081590380676,-0.7952148293279294,0.5469451909410891,-1.048153728175455,0.36210158666138287,-0.024938767700321513
FIN,-2.9902100159969396,-1.1163160084655308,2.7831463769729816,1.9664904520383575,2.356804047298273,0.9286170512363231,-0.31464895581529695,1.06753718250703,0.4069000438423185,0.3254555863340993,0.10984629094951845,0.005492084186893513
FRA,0.35850339547604665,2.0900663512189057,0.006257289662965629,-0.35500586029391984,0.3258413795578947,-0.5089271487424044,-0.33944232943008007,0.21740235827132295,-0.05064684596485282,0.42033210394700626,0.24722878501714382,-0.012241330247311465
DEU,-0.7598760929736137,1.8360274390676172,-0.012341946785561983,-0.16409534421433497,-0.32727377852170225,0.21640865910083013,-0.4840147083277682,-0.21574105948494426,0.3771062044276052,-0.053549147690458716,0.09237038689368292,0.04128210995874805
GRC,3.9508208229743813,0.02607575148228373,0.9795199068543509,0.5800221994424952,-0.1849612437313524,0.5036868464035366,-0.13013029054164757,-0.9811871671834737,0.5347984979511945,-0.623913042223031,-0.011024239991601192,0.05746650505633045
HUN,0.265819927486229,-0.47472413704756705,0.17145399132527953,-1.1322546811807739,-0.3226069601527939,0.7728632349512741,0.627787284467343,0.941858824284344,-0.13989794114000753,0.4164824089250367,0.1290181876432328,-0.042630462075211366
ISL,-2.8661420642416555,1.2909149962213171,-0.3201261306824544,0.43462801425784936,-0.2911196050008759,0.17932358949345095,1.1547465555849974,-0.39642443032678976,-0.028953291428994957,0.19035455526124165,0.06144244888688914,0.046668200076082675
IRL,-1.4264899218090334,2.736535528558305,0.262463502278212,-1.7515671700104718,1.27772849956664,-0.8909705516508302,0.25833734912887246,-0.22040604306337866,-0.347164569568439,0.08831614229653047,-0.42123692750532576,0.02692527932041356
ITA,2.7897031235527607,1.6132186393141932,0.8027284664659454,-0.009406930983797973,-0.1992528919286665,0.2542956808223436,-0.7603114886798125,0.2669020183489844,0.35249978658761866,0.35576487871330464,0.32286759823804345,-0.048889055713368205
LVA,-2.2680730787254824,-1.7599623024474904,2.0034049779372123,-0.04496821203604257,0.18826724983624354,-0.3187269039192257,-0.6370350164085091,0.049331354306028016,-0.6933172705282364,0.053666548100522876,-0.2433038164116347,0.022710440703789633
LTU,-2.247189281971663,-2.122397258625973,1.9032236085419718,0.08587220376127133,0.415927678928042,-0.2402657532406727,-0.7433570669079129,0.3333940587142326,-0.5275369206815078,-0.1645955998738286,-0.3026965162131505,0.02197654489278518
MKD,2.047004886673474,-0.9273200097123291,-0.7670924241011341,-0.20457718149369422,0.6495121384497878,0.5578184565484118,-0.11270938294617751,-0.22145291689986973,-0.0364397389861246,-0.12508410740544113,0.03934606778704737,0.01043039659155857
MLT,4.430539172301447,0.5468629411694509,1.015586309764273,1.4710529737478524,-0.992447844832432,-1.457276091079732,1.3136029987906879,1.1547693094027176,-0.6689995894711583,-0.0587888391693032,-0.07404501627301169,-0.03049281664971392
MDA,0.6142411659731686,-0.8488986118493971,0.08859725738484413,-1.259900356344934,0.00787854940728239,0.5296261240844344,1.241668142896934,0.8034558890529665,-0.6998872086256102,-0.947910270248516,0.2178522156350864,0.0614862678240566
MNE,0.7755194882067697,-1.516390202208375,-3.0095205857120235,0.7733924568170945,1.2266738069210412,0.1156350924931904,-0.5643817163450402,-0.4282669430629662,-0.7955192011106132,0.14589939374589173,0.2653876863877062,-0.022751014307913264
NLD,-0.7901205362480346,2.8656890113411477,0.20975466770268675,-0.5142623228159872,0.17848524416827324,0.49377743831369975,-0.16862891555429818,0.26446123560389906,0.4548988070990768,-0.7273013229686293,-0.28916278489795244,-0.22603773593200766
NOR,-2.820915114292861,1.2238445581489996,-0.37659055708962635,0.6937509193245863,-0.5849154942185355,0.6959833518444328,0.8886917163287362,-0.2290870533661958,0.08127376841641848,0.00474022914459186,0.08221736191457825,0.04193903765846026
POL,-1.6190151904361405,-1.2790103393280465,0.5451605765247215,-1.1206638406338376,-1.5206986807827734,0.345817231405152,-0.00045370071988841735,-0.6463348633013146,-0.2806743590900962,0.08074055623663222,0.0072379912213013636,0.0037332328296276456
PRT,2.066877992156081,1.8852883191718544,0.3832346705118175,-0.07648802543210295,0.20504354392868154,-0.7586904068947113,-0.41018284253821163,0.006322412351529065,-0.4468738989921567,-0.04636205668817112,0.57316154550804,0.019008809558247387
ROU,1.2849659210214028,-0.6563695029349109,-1.017029038368355,-0.5168320122146061,0.2082636984203928,0.7485640889297652,-0.4172652337951118,0.42417128955309896,0.27136643406299343,0.14038918994375074,-0.4923147034896179,0.06666933160177747
RUS,-1.4168142019580259,-2.4317288729342192,0.5974593159501163,0.5540129117769081,-0.8684848614087446,-1.1219477465019623,-0.5046872522835213,-0.4737936029314756,-0.38854642467069794,0.1135318105086388,-0.09613381628964873,0.0006448462889315004
SRB,0.5130551418926049,-1.9131817949745036,-1.9683642997861819,0.4919142473626374,0.700225725530571,-0.28984717220035666,0.05905174395779569,-0.3341130907423656,0.27314309742980536,0.03183943539620973,0.15816098761078104,0.017618338391751795
SVK,-0.4971817541865181,-1.1099859152737075,-0.03245141355024254,-1.0047629116352674,-0.9503995106489413,0.1411042197927248,-0.27363712425835707,0.29635195271433473,0.16856421270497246,0.23908483951338533,0.4102161630021482,-0.04318630795783493
SVN,-0.8241074309690433,-1.1335681681243472,0.20469243390183184,-1.4216436851538354,-0.31516682129157786,0.13594679762371867,0.4430695357357136,-0.3145636513924827,0.8825707588233729,-0.1645204813954985,0.06773497865790158,-0.051311864395569416
ESP,1.0974998300880598,1.3768179737352528,1.1034200787558792,-0.8772036381137129,0.9791280506303606,-1.555741860647777,0.4096068905222048,-0.691532015649697,0.3120814331535043,0.4609029963974208,0.2950660247718365,0.00012596109214491698
SWE,-2.9281134707634138,0.6643280918115237,-1.6063155858724025,2.78051252451016,-0.5865311431936613,0.09592387396155,0.7273768749182098,-0.2817667776495684,-0.3277704801142058,0.4442063542684234,0.10267445315111422,-0.07892377849292072
CHE,-0.6896452979906343,3.218648910077341,-1.4998922693339485,0.5749878667577875,-0.5849399736447332,-0.003008222529499503,-1.5087299146207027,0.652319204755623,-0.493998381700518,-0.7201259261730029,-0.22989203251293908,0.0061830674254011835
UKR,-0.35968349792406484,-1.8809121714514925,0.1837009433800097,-0.3172409753112099,-1.119357133425201,-0.3570083144259939,-0.16263929031019655,-0.2515144395450267,-0.28610347355082216,0.4239298152841731,-0.1389423480330843,-0.10332381242344088
